LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
0.42857142857142855,0.21428571428571427,0.4222222222222223,0.1111111111111111,0.18421052631578946,0.16666666666666666,0.2058823529411765,0.19512195121951226,0.1875,0.0,0.18181818181818185,0.6716417910447761,0.2202643171806168,0.21052631578947367,0.5,0.20253164556962025,0.3333333333333333,0.1875,0.7066666666666668,0.3810413885180241,0.2829153605015674,0.054308234090773136,0.16101694915254236,0.19225251076040173,0.14814814814814814,0.05430847346400043,0.16090376685685867,0.5268817204301076,0.15000000000000002,0.16666666666666666,0.2205128205128205,0.16216216216216214,0.17604355716878406,0.2037914691943128,0.3225806451612903,0.5,0.22295081967213115,0.3046857142857143,0.2058823529411765,1
0.0,0.0,0.06666666666666668,0.0,0.0,0.0,0.0,0.3902439024390244,0.0,0.0,0.030303030303030307,1.0,0.013215859030837005,0.0,0.0,0.016877637130801686,0.6666666666666666,0.03125,1.0,0.03306631063640409,0.10775862068965517,0.0024841915512220864,0.011299435028248588,0.016499282639885225,0.33333333333333337,0.00248438031997558,0.01122597562101242,0.4623655913978495,0.0,0.0,0.015384615384615384,0.4324324324324325,0.01814882032667877,0.016587677725118488,0.03870967741935484,0.20833333333333334,0.013114754098360656,0.0,0.01680672268907563,0
0.10714285714285714,0.035714285714285705,0.04444444444444444,0.0,0.02631578947368421,0.027777777777777776,0.029411764705882342,0.4390243902439025,0.0,0.5,0.030303030303030307,0.5074626865671643,0.03083700440528635,0.10526315789473684,1.0,0.02953586497890295,0.3333333333333333,0.0,0.10666666666666667,0.07271918113039608,0.19788401253918492,0.009025613896656143,0.031073446327683617,0.04734576757532282,0.18518518518518526,0.009025768223783934,0.031651995697604116,1.0000000000000002,0.05,0.027777777777777776,0.030769230769230767,0.3513513513513513,0.05263157894736842,0.04502369668246446,0.07096774193548387,0.20833333333333334,0.0360655737704918,0.1904,0.02941176470588235,0
0.3928571428571429,0.7142857142857142,0.33333333333333337,0.0,0.10526315789473684,1.0,0.5882352941176471,0.29268292682926833,1.0,0.1200000000000001,0.4848484848484849,0.6567164179104477,0.4977973568281939,0.5789473684210527,0.52,0.4177215189873417,1.0,0.53125,0.76,0.2559412550066756,0.8902821316614421,0.2910453191122878,0.3220338983050847,0.3859397417503587,0.0,0.2910454171046233,0.3203570762545044,0.5161290322580646,1.0,1.0,0.4769230769230769,0.32432432432432434,0.3684210526315789,0.3981042654028436,0.3032258064516129,0.7083333333333334,0.37377049180327865,0.08548571428571429,0.4159663865546218,0
0.3214285714285714,0.14285714285714285,0.2666666666666667,0.0,0.2368421052631579,0.05555555555555555,0.1764705882352941,0.02439024390243902,0.0625,0.0,0.12121212121212123,0.4477611940298508,0.1629955947136564,0.0,0.0,0.3164556962025316,0.6666666666666666,0.1875,0.8400000000000001,0.4894080996884735,0.3089733542319749,0.07819002648423139,0.21751412429378533,0.2496413199426112,0.11111111111111116,0.07819016245950254,0.2174254568470069,0.06451612903225806,0.05,0.05555555555555555,0.15897435897435894,0.054054054054054085,0.26678765880217786,0.2393364928909953,0.43225806451612897,0.4583333333333334,0.3180327868852459,0.23382857142857144,0.3151260504201681,1
0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0975609756097561,0.0,0.0,0.030303030303030307,1.0,0.026431718061674013,0.0,0.0,0.050632911392405056,0.6666666666666666,0.03125,1.0,0.06119270137961726,0.22648902821316616,0.010152165679597877,0.03389830508474577,0.044476327116212334,0.18518518518518526,0.010152251328700108,0.03206923768100108,0.4623655913978495,0.0,0.0,0.030769230769230767,0.16216216216216214,0.04900181488203267,0.04265402843601896,0.08387096774193549,0.375,0.03934426229508197,0.0,0.050420168067226885,0
0.07142857142857142,0.0,0.13333333333333333,0.0,0.15789473684210525,0.0,0.0,0.048780487804878064,0.0,0.0,0.030303030303030307,1.0,0.03524229074889868,0.0,0.0,0.05907172995780589,0.3333333333333333,0.03125,1.0,0.11628838451268357,0.12891849529780566,0.0064853968545222785,0.031073446327683617,0.04519368723098996,0.2962962962962964,0.006485465401891231,0.031103835800680775,0.4623655913978495,0.0,0.0,0.04102564102564102,0.027027027027027056,0.05081669691470055,0.04265402843601896,0.0903225806451613,0.16666666666666669,0.0721311475409836,0.5714285714285714,0.05882352941176471,0
0.10714285714285714,0.035714285714285705,0.13333333333333333,0.1111111111111111,0.05263157894736842,0.05555555555555555,0.029411764705882342,0.2195121951219512,0.0625,0.0,0.0,0.0,0.05286343612334802,0.0,0.0,0.050632911392405056,0.0,0.0625,1.0,0.14063195371606585,0.21923981191222566,0.01624682593022441,0.05649717514124295,0.07604017216642757,0.18518518518518526,0.016246877145369463,0.05581153094842964,0.2795698924731184,0.05,0.05555555555555555,0.0564102564102564,0.16216216216216214,0.07622504537205083,0.07701421800947868,0.12903225806451613,0.33333333333333337,0.06557377049180327,0.3609142857142857,0.0546218487394958,0
0.0,0.035714285714285705,0.1111111111111111,0.0,0.0,0.05555555555555555,0.029411764705882342,0.12195121951219515,0.0625,0.0,0.060606060606060615,1.0,0.05286343612334802,0.0,0.0,0.07594936708860757,0.3333333333333333,0.03125,0.56,0.09639519359145526,0.17887931034482762,0.009187305111236093,0.036723163841807904,0.04878048780487805,0.22222222222222227,0.009187356447555507,0.035272488212678504,0.2795698924731184,0.05,0.05555555555555555,0.0564102564102564,0.18918918918918926,0.04900181488203267,0.049763033175355464,0.0967741935483871,0.33333333333333337,0.05901639344262295,0.0,0.07563025210084033,0
0.25,0.07142857142857142,0.15555555555555556,0.0,0.0,0.0,0.08823529411764706,0.12195121951219515,0.0,0.0,0.09090909090909093,0.7014925373134329,0.10572687224669602,0.0,0.0,0.1350210970464135,0.0,0.09375,0.7333333333333334,0.18963061860258126,0.3183777429467085,0.0370784388627409,0.09887005649717512,0.1284074605451937,0.11111111111111116,0.03707847255564598,0.0977372863636278,0.13978494623655915,0.0,0.0,0.1076923076923077,0.13513513513513514,0.13430127041742287,0.1255924170616114,0.18064516129032254,0.375,0.1278688524590164,0.0,0.13445378151260504,1
