BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
0.006993006993006994,0.027027027027027032,0.003584229390681004,0.045045045045045036,0.0,0.006993006993006993,0.3248730964467005,0.0,0.0,0.008771929824561403,1.0000000000000002,0.007052186177715094,0.0,0.0,0.009523809523809523,0.0,0.010783566781925805,0.008255593164368859,6.54652661103018e-05,0.0018115942028985512,0.001964636542239685,0.653061224489796,6.546526017648292e-05,0.0009305902990042867,0.4897959183673469,0.0,0.0,0.007067137809187278,0.060402684563758385,0.0011876484560570072,0.002512562814070352,0.004098360655737704,0.047619047619047616,0.01161290322580645,0.8905852417302801,0.004524886877828055,0
0.006993006993006994,0.013513513513513514,0.0,0.0,0.0,0.006993006993006993,0.4923857868020304,0.0,0.0,0.008771929824561403,1.0000000000000002,0.005641748942172072,0.0,0.0,0.0,0.0,0.009416085487116373,0.016511186328737718,0.00012424577849871397,0.0018115942028985512,0.002455795677799607,0.4897959183673469,0.0001242004468768788,0.0013066963197844465,0.4897959183673469,0.0,0.0,0.00530035335689046,0.6644295302013423,0.0011876484560570072,0.0033500837520938024,0.004098360655737704,0.09523809523809523,0.0,0.0,0.0,0
0.02097902097902098,0.06756756756756757,0.017921146953405017,0.009009009009009007,0.014134275618374556,0.02097902097902098,0.14213197969543148,0.014184397163120569,0.0,0.02631578947368421,1.0000000000000002,0.033850493653032436,0.0,0.0,0.028571428571428574,0.09090909090909093,0.02125456641075231,0.1862461817881615,0.009781743470785769,0.021739130434782608,0.034381139489194495,0.06122448979591837,0.00978165194344128,0.020614479839931213,0.2346938775510204,0.014084507042253518,0.014134275618374556,0.037102473498233215,0.07718120805369127,0.02969121140142518,0.03768844221105528,0.032786885245901634,0.30952380952380953,0.01935483870967742,0.7996946564885496,0.0196078431372549,0
0.02097902097902098,0.054054054054054064,0.016129032258064516,0.009009009009009007,0.014134275618374556,0.02097902097902098,0.15228426395939088,0.014184397163120569,0.0,0.02631578947368421,1.0000000000000002,0.026798307475317345,0.0,0.0,0.028571428571428574,0.4545454545454546,0.02871710719099807,0.12383389746553293,0.005927971620025363,0.018115942028985508,0.028487229862475438,0.1020408163265306,0.005927971082709748,0.017990203103297943,0.2346938775510204,0.014084507042253518,0.014134275618374556,0.02826855123674912,0.07382550335570469,0.02969121140142518,0.027638190954773868,0.04918032786885247,0.30952380952380953,0.02064516129032258,0.7829007633587787,0.01809954751131222,0
0.02097902097902098,0.027027027027027032,0.03763440860215054,0.009009009009009007,0.014134275618374556,0.02097902097902098,0.06598984771573603,0.014184397163120569,0.0,0.008771929824561403,0.4623655913978495,0.019746121297602254,0.024390243902439025,1.0,0.0380952380952381,0.3636363636363637,0.03129578620406728,0.16040617518368694,0.01011702352525722,0.025362318840579715,0.039783889980353634,0.0816326530612245,0.010116931967522705,0.024560569697827238,1.0,0.014084507042253518,0.014134275618374556,0.019434628975265017,0.04026845637583894,0.046318289786223286,0.035175879396984924,0.05327868852459017,0.26190476190476186,0.03612903225806452,0.8612722646310433,0.03770739064856712,0
0.006993006993006994,0.054054054054054064,0.016129032258064516,0.0,0.0,0.006993006993006993,0.07106598984771573,0.0,0.0,0.008771929824561403,1.0000000000000002,0.014104372355430184,0.0,0.0,0.028571428571428574,0.18181818181818185,0.029791556779776907,0.07520845372740033,0.002594069667188999,0.012681159420289858,0.021611001964636542,0.163265306122449,0.0025941374126008192,0.011884224650182098,0.4897959183673469,0.0,0.0,0.015901060070671377,0.04026845637583894,0.022565320665083138,0.020938023450586263,0.032786885245901634,0.14285714285714285,0.0167741935483871,0.7633587786259542,0.01809954751131222,0
0.006993006993006994,0.0,0.0017921146953405016,0.0,0.003533568904593639,0.006993006993006993,0.4923857868020304,0.0,0.20000000000000007,0.0,0.4623655913978495,0.005641748942172072,0.0,0.0,0.009523809523809523,0.09090909090909093,0.010939850358475457,0.027491125237348302,0.000266347780498611,0.0036231884057971024,0.004420432220039293,0.36734693877551017,0.0002663477563566564,0.0022264025217243553,0.4897959183673469,0.007042253521126761,0.003533568904593639,0.00530035335689046,0.16107382550335572,0.003562945368171021,0.005025125628140703,0.008196721311475409,0.09523809523809523,0.0038709677419354843,0.5089058524173028,0.0030165912518853697,0
0.013986013986013988,0.1891891891891892,0.06272401433691756,0.6036036036036035,0.00706713780918728,0.013986013986013988,0.02538071065989848,0.007092198581560284,0.0,0.008771929824561403,0.6451612903225807,0.03526093088857546,0.0,0.0,0.028571428571428574,0.0,0.0988298267205845,0.1434822091967308,0.02299548482275386,0.06340579710144928,0.0918467583497053,0.0816326530612245,0.02299543741806645,0.06268030564963245,0.3163265306122449,0.007042253521126761,0.00706713780918728,0.04063604240282686,0.0033557046979865762,0.06532066508313539,0.11055276381909547,0.10245901639344264,0.3333333333333333,0.1367741935483871,0.988702290076336,0.057315233785822026,0
0.013986013986013988,0.013513513513513514,0.007168458781362006,0.0,0.003533568904593639,0.013986013986013988,0.2893401015228426,0.0,0.20000000000000007,0.008771929824561403,0.6451612903225807,0.009873060648801129,0.016260162601626015,1.0,0.009523809523809523,0.09090909090909093,0.008810486627986482,0.0485428878064889,0.0005349842393901403,0.0036231884057971024,0.005893909626719056,0.2448979591836735,0.0005349388705386751,0.003101967663347621,1.0,0.007042253521126761,0.003533568904593639,0.0088339222614841,0.1375838926174497,0.007125890736342042,0.005025125628140703,0.012295081967213116,0.11904761904761905,0.007741935483870969,0.8142493638676845,0.007541478129713423,0
0.013986013986013988,0.040540540540540536,0.007168458781362006,0.0,0.003533568904593639,0.013986013986013988,0.2893401015228426,0.0,0.20000000000000007,0.017543859649122806,1.0000000000000002,0.012693935119887164,0.016260162601626015,1.0,0.009523809523809523,0.2727272727272727,0.027271484107913812,0.029967803186658967,0.000598897283026037,0.005434782608695653,0.009332023575638506,0.3469387755102041,0.0005989765393717456,0.005229808639433447,1.0,0.007042253521126761,0.003533568904593639,0.012367491166077736,0.12080536912751677,0.010688836104513063,0.008375209380234507,0.02868852459016393,0.11904761904761905,0.00903225806451613,0.8142493638676845,0.007541478129713423,0
