LOC_BLANK,LOC_COMMENTS,NUM_UNIQUE_OPERANDS,HALSTEAD_ERROR_EST,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,NUM_OPERANDS,LOC_EXECUTABLE,CYCLOMATIC_DENSITY,NUM_OPERATORS,HALSTEAD_LENGTH,HALSTEAD_DIFFICULTY,HALSTEAD_VOLUME,EDGE_COUNT,HALSTEAD_CONTENT,HALSTEAD_PROG_TIME,HALSTEAD_EFFORT,NODE_COUNT,NUM_UNIQUE_OPERATORS,Defective
0.004444444444444445,0.0,0.007462686567164178,0.0023148148148148143,0.006920415224913496,0.0,0.008305647840531562,0.00525854513584575,0.008333333333333333,0.3114754098360656,0.0036697247706422016,0.004322766570605187,0.020471972009231003,0.002158241178145773,0.005208333333333332,0.024847037755558868,0.00013408801725882708,0.00013409035957821308,0.006787330316742082,0.06315789473684211,0
0.008888888888888889,0.01886792452830189,0.018656716417910446,0.006944444444444444,0.02191464821222607,0.3404224537037037,0.02325581395348837,0.014899211218229624,0.021666666666666667,0.1557377049180328,0.012232415902140671,0.013328530259365994,0.03908285565398645,0.007356851074798705,0.012152777777777776,0.048350992389195636,0.0006257300604641063,0.0006257417701805223,0.013574660633484163,0.11578947368421053,1
0.0,0.0,0.016791044776119403,0.008101851851851851,0.016147635524798157,0.0,0.02325581395348837,0.021034180543383,0.02333333333333333,0.09836065573770493,0.01529051987767584,0.017651296829971182,0.038226755006327696,0.008747185951405037,0.0,0.060513356215490234,0.000717463424843498,0.0007174494349425005,0.0,0.06315789473684211,0
0.008888888888888889,0.0,0.02798507462686568,0.008101851851851851,0.025374855824682817,0.0,0.03322259136212625,0.018404907975460124,0.03333333333333333,0.06557377049180327,0.014067278287461772,0.015850144092219017,0.02143973795875828,0.008748729481659386,0.0034722222222222203,0.1054693329353828,0.0004491612096320622,0.0004491612285238873,0.0045248868778280564,0.0736842105263158,0
0.08444444444444445,0.0,0.06902985074626866,0.03587962962962963,0.08535178777393311,0.0,0.09136212624584718,0.04907975460122701,0.09166666666666667,0.20491803278688528,0.05749235474006116,0.05403458213256484,0.06577086280056578,0.035867398402909235,0.05208333333333333,0.1647142217579466,0.004387302722794307,0.004387300570645671,0.038461538461538464,0.2315789473684211,0
0.022222222222222227,0.0,0.014925373134328356,0.005787037037037036,0.020761245674740487,0.0,0.02159468438538206,0.011393514460999123,0.021666666666666667,0.2377049180327869,0.01162079510703364,0.011527377521613832,0.031266284523189164,0.006073791550869741,0.012152777777777776,0.04958215191762423,0.0004375946460353942,0.0004375899910815016,0.011312217194570135,0.09473684210526316,0
0.004444444444444445,0.0,0.024253731343283583,0.011574074074074072,0.014994232987312575,0.0,0.019933554817275743,0.023663453111305868,0.02,0.18852459016393444,0.01712538226299694,0.019812680115273776,0.05211047420531526,0.011152006087683323,0.010416666666666664,0.057006416952693637,0.0011723027656957426,0.0011723004783234575,0.011312217194570135,0.1263157894736842,0
0.017777777777777778,0.01886792452830189,0.033582089552238806,0.013888888888888888,0.02191464821222607,0.3858506944444444,0.019933554817275743,0.02629272567922875,0.01833333333333333,0.18852459016393444,0.02201834862385321,0.02377521613832853,0.0385989726792228,0.013761729865226656,0.006944444444444444,0.09905238024175496,0.0010992862042273227,0.0010992839137839436,0.006787330316742082,0.11578947368421053,0
0.0,0.0,0.00373134328358209,0.0011574074074074071,0.012687427912341408,0.0,0.01827242524916944,0.0008764241893076249,0.01833333333333333,0.13114754098360654,0.003058103975535168,0.0021613832853025934,0.00372217672895109,0.0008396804583667443,0.00173611111111111,0.04503059244888823,2.1787199792996373e-05,2.1810567505498665e-05,0.002262443438914026,0.021052631578947368,0
0.004444444444444445,0.006289308176100629,0.016791044776119403,0.011574074074074072,0.017301038062283742,0.10329861111111108,0.02159468438538206,0.025416301489921123,0.021666666666666667,0.2377049180327869,0.019571865443425075,0.02197406340057637,0.0791706990247897,0.01176054289046106,0.015624999999999997,0.03641247574988808,0.0017968971999158122,0.0017969042855325657,0.01583710407239819,0.1263157894736842,0
