LOC_COMMENTS,DESIGN_DENSITY,HALSTEAD_ERROR_EST,CALL_PAIRS,CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,MODIFIED_CONDITION_COUNT,NUM_UNIQUE_OPERANDS,LOC_CODE_AND_COMMENT,NODE_COUNT,CYCLOMATIC_COMPLEXITY,BRANCH_COUNT,EDGE_COUNT,MAINTENANCE_SEVERITY,LOC_TOTAL,DECISION_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,PERCENT_COMMENTS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,CYCLOMATIC_DENSITY,NUM_OPERANDS,DESIGN_COMPLEXITY,Defective
0.045045045045045036,1.0000000000000002,0.0018115942028985512,0.027027027027027032,0.0,0.0,0.0,0.004098360655737704,0.003584229390681004,0.007067137809187278,0.006993006993006993,0.006993006993006994,0.007052186177715094,0.4897959183673469,0.004524886877828055,0.0,0.060402684563758385,0.8905852417302801,0.047619047619047616,0.01161290322580645,0.3248730964467005,0.0011876484560570072,0.008771929824561403,0
0.0,1.0000000000000002,0.0018115942028985512,0.013513513513513514,0.0,0.0,0.0,0.004098360655737704,0.0,0.00530035335689046,0.006993006993006993,0.006993006993006994,0.0056417489421720715,0.4897959183673469,0.0,0.0,0.6644295302013423,0.0,0.09523809523809523,0.0,0.4923857868020304,0.0011876484560570072,0.008771929824561403,0
0.009009009009009007,1.0000000000000002,0.021739130434782608,0.06756756756756757,0.014134275618374556,0.014134275618374556,0.014084507042253518,0.032786885245901634,0.017921146953405017,0.037102473498233215,0.02097902097902098,0.02097902097902098,0.033850493653032436,0.2346938775510204,0.0196078431372549,0.014184397163120569,0.07718120805369127,0.7996946564885496,0.30952380952380953,0.01935483870967742,0.14213197969543148,0.02969121140142518,0.02631578947368421,0
0.009009009009009007,1.0000000000000002,0.018115942028985508,0.054054054054054064,0.014134275618374556,0.014134275618374556,0.014084507042253518,0.04918032786885247,0.016129032258064516,0.02826855123674912,0.02097902097902098,0.02097902097902098,0.026798307475317345,0.2346938775510204,0.01809954751131222,0.014184397163120569,0.07382550335570469,0.7829007633587787,0.30952380952380953,0.02064516129032258,0.15228426395939088,0.02969121140142518,0.02631578947368421,0
0.009009009009009007,0.4623655913978495,0.025362318840579715,0.027027027027027032,0.014134275618374556,0.014134275618374556,0.014084507042253518,0.05327868852459017,0.03763440860215054,0.019434628975265017,0.02097902097902098,0.02097902097902098,0.019746121297602254,1.0,0.03770739064856712,0.014184397163120569,0.04026845637583894,0.8612722646310433,0.26190476190476186,0.03612903225806452,0.06598984771573603,0.046318289786223286,0.008771929824561403,0
0.0,1.0000000000000002,0.012681159420289858,0.054054054054054064,0.0,0.0,0.0,0.032786885245901634,0.016129032258064516,0.015901060070671377,0.006993006993006993,0.006993006993006994,0.014104372355430184,0.4897959183673469,0.01809954751131222,0.0,0.04026845637583894,0.7633587786259542,0.14285714285714285,0.0167741935483871,0.07106598984771573,0.022565320665083138,0.008771929824561403,0
0.0,0.4623655913978495,0.0036231884057971024,0.0,0.003533568904593639,0.003533568904593639,0.007042253521126761,0.008196721311475409,0.0017921146953405016,0.00530035335689046,0.006993006993006993,0.006993006993006994,0.0056417489421720715,0.4897959183673469,0.0030165912518853697,0.0,0.16107382550335572,0.5089058524173028,0.09523809523809523,0.0038709677419354843,0.4923857868020304,0.003562945368171021,0.0,0
0.6036036036036035,0.6451612903225807,0.06340579710144928,0.1891891891891892,0.00706713780918728,0.00706713780918728,0.007042253521126761,0.10245901639344264,0.06272401433691756,0.04063604240282686,0.013986013986013988,0.013986013986013988,0.03526093088857546,0.3163265306122449,0.057315233785822026,0.007092198581560284,0.0033557046979865762,0.9887022900763359,0.3333333333333333,0.1367741935483871,0.02538071065989848,0.06532066508313539,0.008771929824561403,0
0.0,0.6451612903225807,0.0036231884057971024,0.013513513513513514,0.003533568904593639,0.003533568904593639,0.007042253521126761,0.012295081967213116,0.007168458781362006,0.0088339222614841,0.013986013986013988,0.013986013986013988,0.009873060648801129,1.0,0.007541478129713423,0.0,0.1375838926174497,0.8142493638676845,0.11904761904761905,0.007741935483870969,0.2893401015228426,0.007125890736342042,0.008771929824561403,0
0.0,1.0000000000000002,0.005434782608695653,0.040540540540540536,0.003533568904593639,0.003533568904593639,0.007042253521126761,0.02868852459016393,0.007168458781362006,0.012367491166077736,0.013986013986013988,0.013986013986013988,0.012693935119887164,1.0,0.007541478129713423,0.0,0.12080536912751676,0.8142493638676845,0.11904761904761905,0.00903225806451613,0.2893401015228426,0.010688836104513063,0.017543859649122806,0
