LOC_CODE_AND_COMMENT,PERCENT_COMMENTS,DECISION_DENSITY,HALSTEAD_PROG_TIME,HALSTEAD_EFFORT,HALSTEAD_CONTENT,LOC_BLANK,HALSTEAD_VOLUME,LOC_COMMENTS,HALSTEAD_DIFFICULTY,LOC_TOTAL,CYCLOMATIC_DENSITY,HALSTEAD_LENGTH,LOC_EXECUTABLE,NUM_OPERATORS,NORMALIZED_CYLOMATIC_COMPLEXITY,NUMBER_OF_LINES,NUM_UNIQUE_OPERANDS,HALSTEAD_ERROR_EST,NUM_OPERANDS,Defective
0.0,0.3071382498387444,0.0,0.003666083240340399,0.0036661473164262648,0.002915880195163645,0.08888888888888889,0.006999752092907951,0.07692307692307693,0.21686933622492446,0.07142857142857144,0.008187134502923977,0.0247645622602023,0.07653061224489795,0.025489033787788967,0.013100436681222708,0.0463258785942492,0.003327787021630616,0.006864988558352402,0.019957234497505347,0
0.0,0.0,0.0,0.0020118577227368037,0.002011914723734482,0.012068627800135331,0.011111111111111113,0.01054482350922024,0.0,0.07900240105336534,0.042857142857142864,0.05146198830409356,0.021625392396233,0.04591836734693877,0.02667457024303497,0.1091703056768559,0.02396166134185304,0.016638935108153074,0.010297482837528604,0.012116892373485387,0
0.1323529411764706,0.3897011395398839,0.434,0.050059904999531286,0.05005990321387065,0.015545425406887713,0.3666666666666667,0.0597009859074353,0.2564102564102564,0.3472232979629773,0.2857142857142857,0.029239766081871343,0.09487268922218346,0.260204081632653,0.0995850622406639,0.05676855895196507,0.18210862619808307,0.048252911813643926,0.059496567505720827,0.07412687099073413,0
0.25,0.3807783272414535,0.0,0.04724623202047428,0.0472462588715595,0.013145945368424802,0.011111111111111113,0.05333587597017488,0.0,0.3668189915575865,0.2285714285714286,0.02456140350877193,0.08475758632717126,0.15816326530612246,0.08358032009484291,0.08733624454148473,0.07827476038338657,0.04658901830282862,0.05377574370709382,0.07270135424091234,0
0.1323529411764706,0.4719415179531283,0.4,0.0061036324388461785,0.006103682159793102,0.0148153424267246,0.07777777777777778,0.02035202807071073,0.11538461538461538,0.12415769498876927,0.1523809523809524,0.02573099415204678,0.0387164283222881,0.1173469387755102,0.04386484884410195,0.06113537117903931,0.07827476038338657,0.02495840266222962,0.020594965675057208,0.02637205987170349,1
0.10294117647058824,0.554826918942163,0.4,0.004698015879640391,0.004698072784821528,0.008645250899248549,0.3,0.013637941226949408,0.11538461538461538,0.1426690419022539,0.10476190476190478,0.02690058479532164,0.02685734216951517,0.07653061224489795,0.025489033787788967,0.034934497816593885,0.0926517571884984,0.01996672212978369,0.013729977116704805,0.02423378474697077,0
0.044117647058823525,0.3225112878950763,0.8,0.001102303356863007,0.0011022819152577217,0.008186723173902205,0.03333333333333333,0.006428802990140926,0.0,0.07102470761366278,0.047619047619047616,0.04678362573099415,0.013603069410533658,0.03571428571428571,0.014226437462951984,0.11790393013100438,0.022364217252396158,0.014975041597337773,0.006864988558352402,0.01069137562366358,1
0.014705882352941175,0.14996774887121048,0.48,0.02512106203281484,0.02512104686854421,0.015193739093272552,0.14444444444444446,0.04181315433169969,0.0641025641025641,0.24870265664936875,0.18095238095238092,0.02456140350877193,0.07185211021974189,0.1887755102040816,0.08002371072910491,0.06113537117903931,0.09105431309904152,0.03494176372712147,0.04233409610983981,0.05060584461867428,0
0.0,0.0,0.0,0.0015011563655322171,0.0015011777142708554,0.003850742547811532,0.011111111111111113,0.005144644253322908,0.0,0.12082720161102935,0.0380952380952381,0.04444444444444444,0.011510289501220787,0.040816326530612235,0.011855364552459988,0.13100436681222707,0.014376996805111819,0.008319467554076539,0.004576659038901603,0.009265858873841768,0
0.014705882352941175,0.3212212427434961,0.0,0.08422694299586636,0.08422696852783201,0.03312974108764557,0.4111111111111112,0.11305249909418565,0.6153846153846154,0.30849663077995504,0.5523809523809524,0.02690058479532164,0.16811998604813394,0.5867346938775511,0.1932424422050978,0.05676855895196507,0.3226837060702875,0.07820299500831948,0.11327231121281466,0.11119030648610123,0
0.0,0.5912706944743066,0.0,0.0014102394530602913,0.001410210866375579,0.031927775205669716,0.11111111111111112,0.014360304353629932,0.28205128205128205,0.04066300054217334,0.08571428571428573,0.007017543859649122,0.026508545517963028,0.09183673469387754,0.02371072910491997,0.008733624454148473,0.08146964856230032,0.03993344425956739,0.014874141876430203,0.025659301496792592,0
0.0,0.0,0.0,0.0013294672243246402,0.0013295099814731115,0.006855657252751168,0.022222222222222227,0.006461603005396747,0.0,0.0851986678026489,0.042857142857142864,0.01286549707602339,0.0177886292291594,0.04591836734693877,0.01719027860106698,0.034934497816593885,0.019169329073482427,0.008319467554076539,0.006864988558352402,0.015680684248039915,0
0.0,0.25800903031606104,0.4,0.0028069954657116113,0.002807002499679947,0.01842569179814096,0.14444444444444446,0.015391216461030912,0.07692307692307693,0.07551700100689335,0.09047619047619047,0.01286549707602339,0.02790373212417161,0.09693877551020408,0.024303497332542973,0.02183406113537118,0.06230031948881789,0.03660565723793677,0.014874141876430203,0.027797576621525304,0
0.07352941176470587,0.5017200602021071,0.4,0.01215410159836555,0.012154158237584565,0.01775793297482104,0.3111111111111111,0.03144072160033563,0.2948717948717949,0.1600960421346139,0.1761904761904762,0.016374269005847954,0.05859783746076036,0.16326530612244894,0.06283343212803794,0.026200873362445413,0.14057507987220447,0.029950083194675545,0.030892448512585814,0.044191019244476125,0
0.0,0.4961298645452591,0.0,0.00043198374795982704,0.0004320194030267612,0.010782079133872288,0.04444444444444445,0.004619081218177311,0.07692307692307693,0.03872666718302223,0.03333333333333334,0.016374269005847954,0.010812696198116496,0.03571428571428571,0.00948429164196799,0.02183406113537118,0.028753993610223638,0.014975041597337773,0.004576659038901603,0.01069137562366358,0
0.029411764705882363,0.11943668028380992,0.0,0.0074359247649707924,0.007435974438394216,0.006953595213504754,0.11111111111111112,0.0153885466923473,0.0,0.2000619626674928,0.08571428571428573,0.032748538011695916,0.03069410533658877,0.08163265306122447,0.033787788974510964,0.06986899563318777,0.04952076677316294,0.014975041597337773,0.014874141876430203,0.022095509622238062,0
