LOC_CODE_AND_COMMENT,PERCENT_COMMENTS,LOC_EXECUTABLE,LOC_COMMENTS,NODE_COUNT,CALL_PAIRS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,EDGE_COUNT,LOC_TOTAL,NUM_OPERANDS,NUM_UNIQUE_OPERANDS,LOC_BLANK,HALSTEAD_ERROR_EST,NUM_OPERATORS,HALSTEAD_LEVEL,CYCLOMATIC_DENSITY,HALSTEAD_LENGTH,NORMALIZED_CYLOMATIC_COMPLEXITY,HALSTEAD_DIFFICULTY,HALSTEAD_VOLUME,DECISION_COUNT,BRANCH_COUNT,MULTIPLE_CONDITION_COUNT,HALSTEAD_CONTENT,CONDITION_COUNT,Defective
0.010204081632653059,0.18984962406015035,0.09342560553633218,0.09401709401709404,0.04884667571234735,0.16666666666666666,0.2,0.10330578512396696,0.04741379310344826,0.08607198748043819,0.03027643703378675,0.16751269035532992,0.09195402298850576,0.024879614767255216,0.032225237449118045,0.025,0.16,0.03137555002869715,0.06,0.02507855789296937,0.025136112243131368,0.04487179487179487,0.045714285714285714,0.047619047619047616,0.1773786024476905,0.047619047619047616,0
0.010204081632653059,0.06526733500417711,0.02595155709342561,0.0,0.016282225237449113,0.041666666666666664,0.1,0.026170798898071626,0.015086206896551725,0.025039123630672927,0.01140851250548486,0.07614213197969542,0.02298850574712644,0.0072231139646869984,0.010515603799185888,0.06,0.19,0.010904916778266693,0.075,0.010398426443426322,0.007082893941489997,0.01282051282051282,0.011428571428571429,0.012698412698412698,0.12056849585471772,0.012698412698412698,0
0.0,0.7186716791979949,0.0916955017301038,1.0,0.04341926729986431,0.027777777777777776,0.23,0.25068870523415976,0.03771551724137931,0.08294209702660407,0.08249232119350593,0.09137055837563453,0.1264367816091954,0.06340288924558588,0.08548168249660787,0.005,0.08,0.08417830495504114,0.01,0.14405478663436394,0.06307762578826294,0.019230769230769232,0.017142857142857144,0.01904761904761905,0.07749703908408999,0.01904761904761905,0
0.0,0.0,0.008650519031141871,0.0,0.008141112618724558,0.013888888888888888,0.06,0.008264462809917356,0.008620689655172414,0.007824726134585291,0.002193944712593243,0.02030456852791878,0.0,0.0008025682182985554,0.0027137042062415195,0.135,0.6,0.002487086282762579,0.215,0.004497589292139413,0.0011556863971777596,0.01282051282051282,0.011428571428571429,0.012698412698412698,0.045479668377418084,0.012698412698412698,0
0.0,0.2983500417710944,0.008650519031141871,0.017094017094017096,0.0027137042062415195,0.027777777777777776,0.09,0.011019283746556474,0.0021551724137931034,0.007824726134585291,0.004387889425186486,0.02030456852791878,0.0,0.002407704654895666,0.006105834464043418,0.045,0.2,0.0053568012244117075,0.055,0.013492767876418241,0.002772416476304415,0.0,0.0,0.0,0.036360047374654564,0.0,0
0.030612244897959183,0.28811612364243944,0.03633217993079585,0.042735042735042736,0.03934871099050203,0.1388888888888889,0.11,0.048209366391184574,0.03663793103448276,0.03755868544600939,0.03027643703378675,0.12690355329949238,0.05747126436781608,0.021669341894061,0.02917232021709634,0.035,0.25,0.029653721063707675,0.085,0.018206241454580344,0.021442411148748,0.03205128205128205,0.028571428571428574,0.031746031746031744,0.2084090011843664,0.031746031746031744,0
0.020408163265306117,0.25208855472013364,0.03806228373702422,0.042735042735042736,0.017639077340569874,0.027777777777777776,0.16,0.05234159779614325,0.01831896551724138,0.03755868544600939,0.01930671347082053,0.04060913705583756,0.04597701149425287,0.015248796147672553,0.02645861601085481,0.01,0.21,0.023340348192079592,0.065,0.05277171436110245,0.014967730955992669,0.02564102564102564,0.022857142857142857,0.0253968253968254,0.05017765495459929,0.0253968253968254,0
0.0,0.0,0.0,0.0,0.0013568521031207595,0.013888888888888888,0.07,0.0,0.0010775862068965515,0.0,0.0008775778850372973,0.01015228426395939,0.0,0.0008025682182985554,0.002374491180461329,0.145,1.0,0.0017218289649894778,0.5,0.004197750005996786,0.0007634112737087633,0.0,0.0,0.0,0.0321752862218713,0.0,0
0.0,0.5221386800334169,0.006920415224913495,0.034188034188034185,0.0027137042062415195,0.027777777777777776,0.08,0.015151515151515154,0.0021551724137931034,0.006259780907668232,0.0026327336551118913,0.02030456852791878,0.02298850574712644,0.0016051364365971107,0.0044097693351424685,0.085,0.25,0.0036349722594222313,0.04,0.007196142867423061,0.0018225005906871321,0.0,0.0,0.0,0.044808527437820767,0.0,0
0.010204081632653059,0.14922723475355051,0.09342560553633218,0.06837606837606837,0.03120759837177748,0.05555555555555555,0.22,0.09228650137741047,0.03125,0.08607198748043819,0.035103115401491886,0.11167512690355327,0.02298850574712644,0.026484751203852328,0.035278154681139755,0.015,0.13,0.03520183661756265,0.05,0.0479742857828204,0.026879676161633403,0.038461538461538464,0.03428571428571429,0.0380952380952381,0.09913146466640348,0.0380952380952381,0
