PERCENT_COMMENTS,LOC_COMMENTS,HALSTEAD_ERROR_EST,HALSTEAD_VOLUME,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_PROG_TIME,HALSTEAD_CONTENT,LOC_TOTAL,NUM_UNIQUE_OPERANDS,NUM_OPERATORS,HALSTEAD_LENGTH,LOC_EXECUTABLE,CALL_PAIRS,CYCLOMATIC_COMPLEXITY,NUMBER_OF_LINES,DECISION_COUNT,NUM_OPERANDS,BRANCH_COUNT,DESIGN_COMPLEXITY,NODE_COUNT,LOC_BLANK,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,Defective
0.26484081746142085,0.005899705014749263,0.030630630630630637,0.029791000583877875,0.09852692586331804,0.003638633929431122,0.0036386435480887306,0.1039893988003906,0.024193548387096774,0.05787781350482316,0.04828150572831425,0.044665012406947896,0.026378896882494,0.1153846153846154,0.010638297872340424,0.029139072847682117,0.017241379310344827,0.04030226700251889,0.012578616352201257,0.03225806451612903,0.020325203252032523,0.054878048780487805,0.015384615384615384,0.016393442622950817,0
0.07938273321284582,0.0,0.04324324324324325,0.04244208875545018,0.07502213635997748,0.004058186780812928,0.004058191675045683,0.19908634398102948,0.0564516129032258,0.09967845659163987,0.05073649754500818,0.061042183622828775,0.06474820143884892,0.038461538461538464,0.0,0.06092715231788079,0.0,0.07808564231738034,0.0,0.016129032258064516,0.07317073170731707,0.11585365853658534,0.0,0.0,0
0.0,0.0,0.0054054054054054074,0.005059473162964465,0.033003300330032986,0.0003190814458993313,0.0003191193806831407,0.04313711814757985,0.004032258064516127,0.012861736334405145,0.011456628477905071,0.009429280397022332,0.007194244604316545,0.0,0.03191489361702128,0.001324503311258279,0.0,0.00755667506297229,0.03773584905660377,0.0,0.016260162601626018,0.0,0.04615384615384616,0.04098360655737705,0
0.27262616432642844,0.02654867256637168,0.06486486486486487,0.06455548613695936,0.10037833051597844,0.007753951230596719,0.007753918342299394,0.2381782675408007,0.07056451612903225,0.12861736334405144,0.09247135842880523,0.08684863523573201,0.08393285371702637,0.07692307692307693,0.06382978723404255,0.05960264900662252,0.06896551724137931,0.07934508816120905,0.07547169811320756,0.08064516129032258,0.05284552845528456,0.012195121951219513,0.09230769230769233,0.08196721311475409,0
0.0,0.0,0.019819819819819826,0.018754445980472864,0.06407470015294213,0.0016576525715768814,0.0016576289327623994,0.09502720044636633,0.02620967741935484,0.04501607717041802,0.03191489361702128,0.029280397022332507,0.033573141486810544,0.038461538461538464,0.010638297872340424,0.022516556291390728,0.017241379310344827,0.026448362720403025,0.012578616352201257,0.03225806451612903,0.016260162601626018,0.03048780487804878,0.015384615384615384,0.016393442622950817,0
0.0,0.0,0.021621621621621626,0.020486236176495882,0.06520164211543106,0.001823038127881579,0.001823076119699461,0.10308271725484723,0.0282258064516129,0.06109324758842444,0.031096563011456625,0.029776674937965264,0.03597122302158273,0.07692307692307693,0.010638297872340424,0.01721854304635762,0.017241379310344827,0.02896725440806045,0.012578616352201257,0.03225806451612903,0.024390243902439032,0.0,0.015384615384615384,0.016393442622950817,0
0.5346865007646323,0.014749262536873156,0.0054054054054054074,0.003989130611255796,0.03107139982290912,0.0002526977911516751,0.00025273572341803817,0.035709303947551965,0.0020161290322580645,0.01607717041800643,0.007364975450081833,0.0064516129032258064,0.004796163069544364,0.0,0.0,0.010596026490066223,0.0,0.006297229219143575,0.0,0.0,0.0,0.018292682926829267,0.0,0.0,0
0.0,0.0,0.003603603603603604,0.003256126358147442,0.033003300330032986,0.000227697263078329,0.0002277351943966049,0.02685172269493653,0.010080645161290322,0.012861736334405145,0.0057283142389525366,0.0054590570719603,0.01438848920863309,0.07692307692307693,0.0,0.014569536423841059,0.0,0.006297229219143575,0.0,0.016129032258064516,0.004065040650406503,0.042682926829268296,0.0,0.0,0
0.6585569303489504,0.011799410029498523,0.010810810810810813,0.01000950680659692,0.06013040328423086,0.0008996919275086699,0.0008996777406211324,0.04927465476356535,0.016129032258064516,0.022508038585209,0.019639934533551555,0.01637717121588089,0.009592326139088728,0.038461538461538464,0.0,0.022516556291390728,0.0,0.012594458438287154,0.0,0.0,0.004065040650406503,0.03658536585365853,0.0,0.0,0
0.0,0.0,0.019819819819819826,0.018994371080546888,0.07502213635997748,0.0019053066460296489,0.0019053304199611047,0.08236853117589622,0.034274193548387094,0.04501607717041802,0.02536824877250409,0.030769230769230767,0.04316546762589928,0.15384615384615385,0.07446808510638298,0.03311258278145696,0.12068965517241376,0.04030226700251889,0.08805031446540881,0.1129032258064516,0.0894308943089431,0.054878048780487805,0.1076923076923077,0.11475409836065575,0
0.34756012790212704,0.002949852507374631,0.009009009009009007,0.008329429790038478,0.03936247283264912,0.0005518982710404618,0.0005518888112990785,0.062003068768307995,0.00806451612903226,0.019292604501607715,0.01882160392798691,0.013895781637717122,0.007194244604316545,0.0,0.0,0.009271523178807948,0.017241379310344827,0.00755667506297229,0.0,0.0,0.0,0.018292682926829267,0.015384615384615384,0.016393442622950817,0
0.7426664813012651,0.08259587020648967,0.05045045045045045,0.04908482705248708,0.14835385977622156,0.008366246112972505,0.008366217988230468,0.11968196401171713,0.07661290322580645,0.07717041800643086,0.07283142389525367,0.07096774193548387,0.0671462829736211,0.07692307692307693,0.03191489361702128,0.10728476821192053,0.017241379310344827,0.06926952141057932,0.03773584905660377,0.0,0.05284552845528456,0.0975609756097561,0.04615384615384616,0.032786885245901634,0
0.7344640622827748,0.0471976401179941,0.030630630630630637,0.03060518250242481,0.0959510585204862,0.003648564931765908,0.003648541368452165,0.11016180778351234,0.06048387096774194,0.05466237942122186,0.05073649754500818,0.04714640198511166,0.04556354916067146,0.19230769230769232,0.03191489361702128,0.07682119205298013,0.05172413793103448,0.04282115869017632,0.03773584905660377,0.06451612903225806,0.05284552845528456,0.07926829268292683,0.04615384615384616,0.04918032786885247,0
0.7120811900458779,0.05604719764011799,0.018018018018018014,0.017499499404396462,0.06576511309667551,0.0015880928922161913,0.0015880882121055116,0.08575115078811553,0.03024193548387097,0.04823151125401929,0.029459901800327336,0.025806451612903226,0.033573141486810544,0.07692307692307693,0.010638297872340424,0.054304635761589407,0.017241379310344827,0.02141057934508816,0.012578616352201257,0.03225806451612903,0.016260162601626018,0.04878048780487805,0.015384615384615384,0.016393442622950817,1
0.18962880578340047,0.0,0.041441441441441434,0.041593030506566674,0.1284713837237382,0.006282437403019852,0.0062824708236146965,0.11539266285395453,0.03024193548387097,0.08038585209003216,0.051554828150572836,0.06054590570719603,0.031175059952038363,0.038461538461538464,0.02127659574468085,0.02384105960264901,0.03448275862068965,0.07556675062972291,0.025157232704402517,0.04838709677419355,0.07317073170731707,0.024390243902439025,0.030769230769230767,0.032786885245901634,0
0.6707910468511052,0.08259587020648967,0.12792792792792793,0.12777785461260516,0.3496739917894229,0.0469096654790926,0.04690969570004553,0.14081461849630353,0.1592741935483871,0.15755627009646306,0.1579378068739771,0.1607940446650124,0.12709832134292565,0.2692307692307693,0.07446808510638298,0.20264900662251656,0.06896551724137931,0.16624685138539044,0.07547169811320756,0.08064516129032258,0.15447154471544716,0.28658536585365857,0.061538461538461535,0.06557377049180327,0
