PERCENT_COMMENTS,LOC_CODE_AND_COMMENT,LOC_BLANK,NUM_UNIQUE_OPERANDS,HALSTEAD_DIFFICULTY,HALSTEAD_VOLUME,HALSTEAD_PROG_TIME,HALSTEAD_EFFORT,HALSTEAD_CONTENT,HALSTEAD_ERROR_EST,NUMBER_OF_LINES,NUM_OPERANDS,HALSTEAD_LENGTH,LOC_TOTAL,EDGE_COUNT,NODE_COUNT,NUM_OPERATORS,LOC_COMMENTS,NUM_UNIQUE_OPERATORS,LOC_EXECUTABLE,Defective
0.4524164360229934,0.14285714285714285,0.2077922077922078,0.03694267515923567,0.0753412388492817,0.008956073566331163,0.001531340562591841,0.001531329649468732,0.021124276588239902,0.008726567550096964,0.06292134831460675,0.016446548716670818,0.014794748906022087,0.03549571603427172,0.016679904686258937,0.015608740894901147,0.013607878245299913,0.14102564102564102,0.265625,0.02815177478580172,0
0.3548009367681499,0.0,0.025974025974025976,0.003821656050955413,0.0186293125067173,0.00104096793857535,6.195547398845515e-05,6.193430254022105e-05,0.007439873541745593,0.0009696186166774404,0.025842696629213485,0.00174433092449539,0.002500520941862888,0.017135862913096694,0.007942811755361398,0.007284079084287202,0.003043867502238138,0.08974358974358974,0.0625,0.017135862913096694,1
0.0,0.0,0.012987012987012988,0.021656050955414008,0.0609035216565758,0.004950253971612669,0.0007087542477754259,0.0007087432991721393,0.013449253399871977,0.004848093083387202,0.02247191011235956,0.00897084475454772,0.008751823296520108,0.02325581395348837,0.021445591739475776,0.021852237252861603,0.008594449418084153,0.0,0.234375,0.02325581395348837,0
0.0710027677240792,0.0,0.1038961038961039,0.021656050955414008,0.03206391287213843,0.0035759435778570108,0.00029766577352348,0.00029764461224201274,0.017917096685696368,0.003555268261150614,0.025842696629213485,0.0074757039621231,0.006563867472390081,0.017135862913096694,0.003971405877680699,0.004162330905306972,0.005908683974932856,0.01282051282051282,0.140625,0.017135862913096694,0
0.10134128166915053,0.023809523809523808,0.012987012987012988,0.021656050955414008,0.028481352774692794,0.0030659102285281238,0.0002332823338193688,0.0002332697962544328,0.016911178752923042,0.002908855850032321,0.02471910112359551,0.00622975330176925,0.005521983746613878,0.024479804161566702,0.0071485305798252565,0.007284079084287202,0.005013428827215757,0.01282051282051282,0.15625,0.02325581395348837,0
0.3466042154566745,0.0,0.18181818181818185,0.03694267515923567,0.0686060258660839,0.009594854244018312,0.0015039694839717422,0.0015039577854413645,0.025102224776934436,0.009372979961215257,0.06404494382022471,0.01669573884874159,0.01604500937695353,0.03549571603427172,0.022239872915011914,0.02393340270551509,0.015577439570277529,0.1794871794871795,0.234375,0.03549571603427172,0
0.15211837342984882,0.023809523809523808,0.07792207792207792,0.016560509554140127,0.032959552896499836,0.002840737076838776,0.00024465989409157084,0.00024464343588394624,0.01346884920375717,0.002585649644473174,0.02247191011235956,0.005482182905556941,0.005313607001458637,0.015911872705018357,0.007942811755361398,0.008324661810613945,0.005192479856759177,0.01282051282051282,0.15625,0.014687882496940025,0
0.2770917606983181,0.0,0.25974025974025977,0.05477707006369426,0.06065274244975461,0.011388051342926213,0.0015934936616966867,0.0015934733405341599,0.0341228264987524,0.011312217194570135,0.10449438202247192,0.017194119112883127,0.017607834965617842,0.06609547123623011,0.02700555996822876,0.027055150884495317,0.017905102954341987,0.2435897435897436,0.3125,0.06609547123623011,0
0.4730679156908665,0.023809523809523808,0.07792207792207792,0.007643312101910828,0.033138680901372126,0.0012951227064390688,0.00011919617734302007,0.00011917892949714963,0.005062249337008636,0.0012928248222365873,0.016853932584269666,0.00323947171692001,0.0026047093144405085,0.0073439412484700125,0.006354249404289118,0.006243496357960458,0.0021486123545210387,0.038461538461538464,0.125,0.0061199510403916755,0
0.5479029167553757,0.2857142857142857,0.4285714285714286,0.043312101910828016,0.05083652778275356,0.008199103918594627,0.0009866575096598453,0.000986642651909781,0.028459639175931126,0.008080155138978671,0.11348314606741572,0.01270869673560927,0.013127734944780162,0.055079559363525085,0.025416997617156472,0.02393340270551509,0.01342882721575649,0.2948717948717949,0.28125,0.04039167686658506,0
0.0,0.0,0.012987012987012988,0.006369426751592357,0.020993802171031417,0.0009732005163683644,6.398818947132995e-05,6.39670181107719e-05,0.00604857146589677,0.0009696186166774404,0.008988764044943821,0.00199352105656616,0.0019795790789747863,0.008567931456548347,0.006354249404289118,0.006243496357960458,0.0019695613249776185,0.0,0.109375,0.008567931456548347,0
0.0,0.0,0.0,0.0025477707006369425,0.011643320316698312,0.0002896006850435252,1.5697080673311028e-05,1.5678259909896795e-05,0.002632369655244491,0.0,0.0044943820224719105,0.0009967605282830802,0.0006251302354657219,0.00489596083231334,0.004765687053216839,0.005202913631633715,0.0003581020590868397,0.0,0.046875,0.00489596083231334,0
