PERCENT_COMMENTS,LOC_CODE_AND_COMMENT,HALSTEAD_PROG_TIME,HALSTEAD_EFFORT,HALSTEAD_VOLUME,HALSTEAD_CONTENT,HALSTEAD_LENGTH,HALSTEAD_DIFFICULTY,NUM_OPERATORS,HALSTEAD_ERROR_EST,NODE_COUNT,NUM_UNIQUE_OPERANDS,EDGE_COUNT,CALL_PAIRS,CYCLOMATIC_COMPLEXITY,LOC_BLANK,LOC_TOTAL,MAINTENANCE_SEVERITY,NUMBER_OF_LINES,LOC_EXECUTABLE,NUM_OPERANDS,BRANCH_COUNT,LOC_COMMENTS,Defective
0.3046857142857143,0.1111111111111111,0.05430847346400043,0.054308234090773136,0.16090376685685867,0.3810413885180241,0.19225251076040173,0.2829153605015674,0.2037914691943128,0.16101694915254236,0.2205128205128205,0.3225806451612903,0.2202643171806168,0.4222222222222223,0.2058823529411765,0.42857142857142855,0.2058823529411765,0.5268817204301076,0.22295081967213115,0.20253164556962025,0.17604355716878406,0.21428571428571427,0.18421052631578946,1
0.0,0.0,0.00248438031997558,0.0024841915512220864,0.01122597562101242,0.03306631063640409,0.016499282639885225,0.10775862068965517,0.016587677725118488,0.011299435028248588,0.015384615384615384,0.03870967741935484,0.013215859030837005,0.06666666666666668,0.0,0.0,0.01680672268907563,0.4623655913978495,0.013114754098360656,0.016877637130801686,0.01814882032667877,0.0,0.0,0
0.1904,0.0,0.009025768223783934,0.009025613896656143,0.031651995697604116,0.07271918113039608,0.04734576757532282,0.19788401253918486,0.04502369668246446,0.031073446327683617,0.030769230769230767,0.07096774193548387,0.03083700440528635,0.04444444444444444,0.029411764705882342,0.10714285714285714,0.02941176470588235,1.0000000000000002,0.0360655737704918,0.02953586497890295,0.05263157894736842,0.035714285714285705,0.02631578947368421,0
0.08548571428571429,0.0,0.2910454171046233,0.2910453191122878,0.3203570762545044,0.2559412550066756,0.3859397417503587,0.8902821316614421,0.3981042654028436,0.3220338983050847,0.4769230769230769,0.3032258064516129,0.4977973568281939,0.33333333333333337,0.5882352941176471,0.3928571428571429,0.4159663865546218,0.5161290322580646,0.37377049180327865,0.4177215189873417,0.3684210526315789,0.7142857142857142,0.10526315789473684,0
0.23382857142857144,0.0,0.07819016245950254,0.07819002648423139,0.2174254568470069,0.4894080996884735,0.2496413199426112,0.3089733542319749,0.2393364928909953,0.21751412429378533,0.15897435897435894,0.43225806451612897,0.1629955947136564,0.2666666666666667,0.1764705882352941,0.3214285714285714,0.3151260504201681,0.06451612903225806,0.3180327868852459,0.3164556962025316,0.26678765880217786,0.14285714285714285,0.2368421052631579,1
0.0,0.0,0.010152251328700108,0.010152165679597877,0.03206923768100108,0.06119270137961726,0.044476327116212334,0.22648902821316616,0.04265402843601896,0.03389830508474577,0.030769230769230767,0.08387096774193549,0.026431718061674013,0.1111111111111111,0.0,0.0,0.050420168067226885,0.4623655913978495,0.03934426229508197,0.050632911392405056,0.04900181488203267,0.0,0.0,0
0.5714285714285714,0.0,0.006485465401891231,0.0064853968545222785,0.031103835800680775,0.11628838451268356,0.04519368723098996,0.12891849529780566,0.04265402843601896,0.031073446327683617,0.04102564102564102,0.0903225806451613,0.03524229074889868,0.13333333333333333,0.0,0.07142857142857142,0.05882352941176471,0.4623655913978495,0.0721311475409836,0.05907172995780589,0.05081669691470055,0.0,0.15789473684210525,0
0.3609142857142857,0.1111111111111111,0.016246877145369463,0.01624682593022441,0.05581153094842964,0.14063195371606585,0.07604017216642757,0.21923981191222566,0.07701421800947868,0.05649717514124295,0.0564102564102564,0.12903225806451613,0.05286343612334802,0.13333333333333333,0.029411764705882342,0.10714285714285714,0.0546218487394958,0.2795698924731184,0.06557377049180327,0.050632911392405056,0.07622504537205083,0.035714285714285705,0.05263157894736842,0
0.0,0.0,0.009187356447555507,0.009187305111236093,0.035272488212678504,0.09639519359145526,0.04878048780487805,0.17887931034482762,0.04976303317535546,0.036723163841807904,0.0564102564102564,0.0967741935483871,0.05286343612334802,0.1111111111111111,0.029411764705882342,0.0,0.07563025210084033,0.2795698924731184,0.05901639344262295,0.07594936708860757,0.04900181488203267,0.035714285714285705,0.0,0
0.0,0.0,0.03707847255564598,0.0370784388627409,0.0977372863636278,0.18963061860258126,0.1284074605451937,0.3183777429467085,0.1255924170616114,0.09887005649717512,0.1076923076923077,0.18064516129032251,0.10572687224669602,0.15555555555555556,0.08823529411764706,0.25,0.13445378151260504,0.13978494623655915,0.1278688524590164,0.1350210970464135,0.13430127041742287,0.07142857142857142,0.0,1
0.20777142857142852,0.1111111111111111,0.007792074576518358,0.007791920228214619,0.02639832575767565,0.05349354695149087,0.03730272596843616,0.2000391849529781,0.04028436018957346,0.02824858757062147,0.02564102564102564,0.06451612903225806,0.022026431718061668,0.1111111111111111,0.0,0.07142857142857142,0.02941176470588235,0.4623655913978495,0.02950819672131148,0.02531645569620253,0.03448275862068965,0.0,0.0,1
0.06354285714285714,0.1111111111111111,0.040516316085103546,0.04051619662784562,0.11331180879580008,0.2420560747663551,0.14203730272596846,0.2989811912225706,0.15047393364928913,0.11299435028248588,0.18461538461538465,0.2258064516129032,0.1806167400881057,0.33333333333333337,0.14705882352941174,0.25,0.13445378151260504,0.07526881720430109,0.1278688524590164,0.1308016877637131,0.13067150635208713,0.1607142857142857,0.0,0
0.4354285714285713,0.0,0.03883740517119392,0.03883733717913542,0.09915006960312094,0.18495772140631955,0.1248206599713056,0.3311128526645768,0.13270142180094788,0.09887005649717512,0.13846153846153847,0.2,0.14096916299559473,0.2,0.14705882352941174,0.3214285714285714,0.12605042016806722,0.07526881720430109,0.15737704918032788,0.12658227848101267,0.1143375680580762,0.1607142857142857,0.21052631578947367,0
0.0,0.0,0.004936628373656238,0.0049364911410121615,0.023016122682329096,0.07997329773030709,0.03299856527977045,0.12676332288401254,0.034360189573459717,0.022598870056497185,0.0564102564102564,0.07096774193548387,0.05726872246696036,0.08888888888888889,0.05882352941176471,0.0,0.04201680672268908,0.7311827956989249,0.032786885245901634,0.04219409282700422,0.032667876588021776,0.07142857142857142,0.0,0
0.14285714285714285,0.0,0.05103438090700737,0.05103429595963351,0.11120111063599734,0.17200712060525145,0.14131994261119082,0.4016457680250784,0.14099526066350712,0.11299435028248588,0.14871794871794872,0.2,0.14977973568281938,0.2,0.14705882352941174,0.3214285714285714,0.1092436974789916,0.8494623655913979,0.12131147540983607,0.10970464135021096,0.14337568058076225,0.1607142857142857,0.05263157894736842,0
0.2285714285714285,0.0,0.022871376391806024,0.02287135961971325,0.08125293152522195,0.2247441032487761,0.10186513629842182,0.21688871473354235,0.11492890995260666,0.08192090395480225,0.09743589743589742,0.2,0.09691629955947137,0.17777777777777778,0.08823529411764706,0.14285714285714285,0.09663865546218488,0.13978494623655915,0.10163934426229508,0.0970464135021097,0.08348457350272231,0.08928571428571427,0.07894736842105263,1
0.1344,0.0,0.01090241616104692,0.010902227536786257,0.030095108567682674,0.04192256341789052,0.04304160688665711,0.2644984326018809,0.04739336492890996,0.031073446327683617,0.08717948717948718,0.058064516129032274,0.08810572687224671,0.08888888888888889,0.08823529411764706,0.14285714285714285,0.050420168067226885,0.5698924731182796,0.05901639344262295,0.050632911392405056,0.038112522686025406,0.10714285714285712,0.02631578947368421,0
0.0,0.0,0.03338387985992804,0.03338389759762387,0.08330900206643096,0.1455718736092568,0.11477761836441895,0.3364028213166145,0.12322274881516587,0.0847457627118644,0.14871794871794872,0.12903225806451613,0.15418502202643172,0.13333333333333333,0.1764705882352941,0.07142857142857142,0.13445378151260504,0.33333333333333337,0.11475409836065575,0.1350210970464135,0.10344827586206896,0.17857142857142855,0.0,0
0.0,0.0,0.008198671330788707,0.00819860281282637,0.02732228599630416,0.054339118825100126,0.0387374461979914,0.20572100313479627,0.03791469194312797,0.02824858757062147,0.02051282051282051,0.07096774193548387,0.017621145374449337,0.06666666666666668,0.0,0.0,0.037815126050420166,0.4623655913978495,0.032786885245901634,0.03797468354430378,0.04174228675136117,0.0,0.0,0
0.4571428571428571,0.0,0.12088838301167082,0.1208882134399557,0.1944818570376384,0.2269247886070317,0.23601147776183645,0.5805250783699061,0.2464454976303317,0.1949152542372881,0.2923076923076923,0.27096774193548384,0.2995594713656388,0.2888888888888889,0.32352941176470584,0.3571428571428571,0.2016806722689076,0.010752688172043015,0.23606557377049184,0.20253164556962025,0.22141560798548093,0.35714285714285715,0.3421052631578947,0
0.0,0.0,0.002472948648312964,0.002472862867398013,0.008646233425697963,0.008233199821984873,0.012912482065997127,0.1371473354231975,0.01184834123222749,0.008474576271186442,0.010256410256410256,0.025806451612903226,0.008810572687224669,0.04444444444444444,0.0,0.03571428571428571,0.01680672268907563,0.4623655913978495,0.016393442622950817,0.016877637130801686,0.01633393829401089,0.0,0.0,0
0.0,0.0,0.0101911808051728,0.010190906345341713,0.033355812284432816,0.06893635959056521,0.04591104734576759,0.21786833855799373,0.05213270142180095,0.03389830508474577,0.07179487179487179,0.07741935483870968,0.07048458149779735,0.1111111111111111,0.05882352941176471,0.0,0.06302521008403361,0.19354838709677424,0.052459016393442616,0.06329113924050632,0.038112522686025406,0.07142857142857142,0.0,0
0.02125714285714286,0.0,0.4324079240640396,0.4324079314861801,0.5240917216553299,0.5004005340453938,0.5810616929698709,0.8085815047021945,0.6018957345971565,0.5254237288135594,0.6717948717948717,0.5290322580645161,0.629955947136564,0.5777777777777777,0.3529411764705882,0.6785714285714285,0.42857142857142855,0.0,0.4,0.430379746835443,0.5499092558983666,0.42857142857142855,0.02631578947368421,1
0.0,0.0,0.004566489383066666,0.00456619766201713,0.014585574164527085,0.016777926123720508,0.022238163558106167,0.18612852664576804,0.02251184834123223,0.014124293785310738,0.015384615384615384,0.03225806451612903,0.013215859030837005,0.06666666666666668,0.0,0.03571428571428571,0.021008403361344536,0.4623655913978495,0.019672131147540985,0.021097046413502102,0.0235934664246824,0.0,0.0,0
0.0,0.0,0.024299408457336073,0.024299340215737614,0.07233073444007634,0.15656430796617712,0.10329985652797706,0.2688087774294671,0.0995260663507109,0.07344632768361582,0.10256410256410256,0.12258064516129033,0.08810572687224671,0.2,0.0,0.0,0.06302521008403361,0.4623655913978495,0.04918032786885247,0.06329113924050632,0.11070780399274048,0.0,0.0,0
0.03405714285714285,0.0,0.10974899138669886,0.10974887311779713,0.2510289771260975,0.4585669781931465,0.2862266857962697,0.39145768025078376,0.2890995260663507,0.2514124293785311,0.28205128205128205,0.4387096774193549,0.2731277533039648,0.4666666666666667,0.2058823529411765,0.42857142857142855,0.2605042016806723,0.3978494623655915,0.24918032786885244,0.2616033755274261,0.2831215970961887,0.19642857142857145,0.02631578947368421,0
0.2285714285714285,0.0,0.005681849780419215,0.0056818670426187655,0.02179924538537901,0.05300400534045393,0.031563845050215214,0.16359717868338558,0.03317535545023697,0.022598870056497185,0.030769230769230767,0.058064516129032274,0.026431718061674013,0.08888888888888889,0.0,0.03571428571428571,0.021008403361344536,0.4623655913978495,0.022950819672131143,0.021097046413502102,0.030852994555353907,0.0,0.02631578947368421,0
0.0,0.0,0.02232296511609944,0.022322879675903524,0.07362861130942402,0.18317757009345795,0.09612625538020086,0.2366771159874609,0.10071090047393363,0.07344632768361582,0.14871794871794872,0.16774193548387095,0.14977973568281938,0.2,0.14705882352941174,0.03571428571428571,0.07563025210084033,0.07526881720430109,0.06557377049180327,0.07594936708860757,0.09074410163339383,0.17857142857142855,0.0,0
0.15771428571428572,0.0,0.04470556030330388,0.04470535509459066,0.138832325234004,0.3431241655540721,0.17216642754662842,0.265282131661442,0.17535545023696686,0.1384180790960452,0.17435897435897435,0.27096774193548384,0.1762114537444934,0.2888888888888889,0.1764705882352941,0.4642857142857143,0.21008403361344533,0.06451612903225806,0.22295081967213115,0.2109704641350211,0.16878402903811252,0.1607142857142857,0.10526315789473684,0
0.0,0.0,0.0031832571118901127,0.003183068355132611,0.016328948682061608,0.06444147752558968,0.02367288378766141,0.10129310344827586,0.027251184834123227,0.01694915254237288,0.04615384615384616,0.05161290322580647,0.04405286343612335,0.08888888888888889,0.029411764705882342,0.03571428571428571,0.021008403361344536,1.0000000000000002,0.019672131147540985,0.021097046413502102,0.019963702359346643,0.035714285714285705,0.0,0
0.3609142857142857,0.0,0.010850819156515652,0.01085081934276641,0.032201097450020436,0.054517133956386285,0.04519368723098996,0.2449059561128527,0.04383886255924172,0.03389830508474577,0.04102564102564102,0.07741935483870968,0.03964757709251101,0.08888888888888889,0.029411764705882342,0.0,0.050420168067226885,0.2795698924731184,0.052459016393442616,0.050632911392405056,0.04900181488203267,0.035714285714285705,0.07894736842105263,0
0.25394285714285714,0.1111111111111111,0.015152217342649219,0.015152045956007462,0.04102251599741555,0.06497552291944816,0.057388809182209476,0.28409090909090906,0.06398104265402843,0.0423728813559322,0.061538461538461535,0.07741935483870968,0.05726872246696036,0.15555555555555556,0.029411764705882342,0.0,0.0546218487394958,1.0000000000000002,0.045901639344262286,0.050632911392405056,0.04900181488203267,0.035714285714285705,0.02631578947368421,1
0.2470857142857143,0.0,0.042826131689149984,0.04282602943621175,0.11370644624736514,0.227859368046284,0.13773314203730272,0.3183777429467085,0.14099526066350712,0.11581920903954802,0.12307692307692307,0.25806451612903225,0.1233480176211454,0.24444444444444444,0.1176470588235294,0.07142857142857142,0.12184873949579833,0.4623655913978495,0.11475409836065575,0.12236286919831225,0.13430127041742287,0.10714285714285712,0.10526315789473684,0
0.0,0.0,0.004164218126182175,0.004164166703642232,0.015891927733311734,0.03413440142412105,0.022955523672883792,0.15184169278996865,0.027251184834123227,0.01694915254237288,0.030769230769230767,0.03870967741935484,0.03524229074889868,0.04444444444444444,0.05882352941176471,0.0,0.037815126050420166,0.19354838709677424,0.02950819672131148,0.03797468354430378,0.01814882032667877,0.05357142857142857,0.0,0
