LOC_COMMENTS,LOC_BLANK,EDGE_COUNT,MAINTENANCE_SEVERITY,NUM_UNIQUE_OPERANDS,HALSTEAD_ERROR_EST,NODE_COUNT,HALSTEAD_DIFFICULTY,NUMBER_OF_LINES,MULTIPLE_CONDITION_COUNT,HALSTEAD_CONTENT,CONDITION_COUNT,HALSTEAD_EFFORT,HALSTEAD_PROG_TIME,BRANCH_COUNT,HALSTEAD_VOLUME,NUM_OPERANDS,CYCLOMATIC_COMPLEXITY,MODIFIED_CONDITION_COUNT,NUM_OPERATORS,HALSTEAD_LENGTH,LOC_EXECUTABLE,LOC_TOTAL,CALL_PAIRS,DECISION_COUNT,DESIGN_COMPLEXITY,ESSENTIAL_DENSITY,Defective
0.16666666666666666,0.14705882352941174,0.16279069767441862,0.21875,0.27472527472527475,0.11382113821138212,0.18095238095238092,0.07661558960692873,0.1987951807228916,0.043478260869565216,0.3983879570912109,0.05128205128205128,0.014244922434086238,0.014244193765152584,0.0851063829787234,0.10910518479879154,0.14864864864864866,0.07692307692307693,0.045454545454545456,0.13804713804713806,0.141747572815534,0.1944444444444444,0.1944444444444444,0.52,0.05882352941176471,0.12,0.0,0
0.047619047619047616,0.14705882352941174,0.20930232558139533,0.90625,0.3186813186813187,0.23577235772357724,0.17142857142857146,0.3608705307572729,0.2409638554216868,0.21739130434782608,0.2464884727078765,0.25641025641025644,0.09513518285410087,0.09513422099129296,0.3829787234042553,0.2345113509166585,0.31981981981981983,0.3461538461538462,0.4090909090909091,0.26936026936026936,0.2912621359223301,0.2962962962962963,0.3055555555555555,0.12,0.05882352941176471,0.04,0.0,0
0.09523809523809523,0.05882352941176471,0.03875968992248062,0.30208333333333337,0.03296703296703297,0.024390243902439025,0.038095238095238085,0.1110370863868532,0.06626506024096386,0.043478260869565216,0.04557577194334144,0.05128205128205128,0.0039703344867803685,0.003969542670285925,0.04255319148936172,0.018879253197709167,0.027027027027027025,0.038461538461538464,0.045454545454545456,0.037037037037037035,0.03106796116504854,0.04629629629629629,0.04629629629629629,0.0,0.05882352941176471,0.0,0.0,0
0.3571428571428571,0.08823529411764705,0.06201550387596898,0.30208333333333337,0.09890109890109892,0.06504065040650406,0.06666666666666668,0.22940262047523874,0.1807228915662651,0.043478260869565216,0.08160967225745275,0.05128205128205128,0.0183049553893376,0.018304626401390512,0.04255319148936172,0.06045218922179114,0.08108108108108109,0.038461538461538464,0.045454545454545456,0.09090909090909093,0.0854368932038835,0.1111111111111111,0.1111111111111111,0.12,0.05882352941176471,0.04,0.0,1
0.11904761904761905,0.08823529411764705,0.06201550387596898,0.30208333333333337,0.05494505494505495,0.04065040650406504,0.06666666666666668,0.20830557406173664,0.06626506024096386,0.043478260869565216,0.047590825579327915,0.05128205128205128,0.011000288839280828,0.01099972835133772,0.04255319148936172,0.036669057477260125,0.06756756756756757,0.038461538461538464,0.045454545454545456,0.05387205387205387,0.05825242718446603,0.027777777777777776,0.027777777777777776,0.08,0.05882352941176471,0.04,0.0,0
0.07142857142857142,0.3235294117647059,0.2248062015503876,0.07291666666666667,0.1318681318681319,0.16260162601626016,0.2095238095238096,0.7439484787919164,0.27108433734939763,0.21739130434782608,0.06525217803591536,0.25641025641025644,0.12729387096208672,0.12729395040471564,0.2765957446808511,0.16023049587585173,0.2252252252252252,0.2692307692307692,0.22727272727272724,0.20875420875420875,0.21553398058252424,0.28703703703703703,0.28703703703703703,0.08,0.2941176470588235,0.07999999999999999,0.0,0
0.07142857142857142,0.08823529411764705,0.03100775193798449,0.4791666666666667,0.09890109890109892,0.04065040650406504,0.038095238095238085,0.10170997113035753,0.09036144578313253,0.0,0.115213654951698,0.0,0.006829451893565306,0.0068290022732703844,0.0,0.03989393494821722,0.058558558558558564,0.0,0.0,0.0606060606060606,0.05825242718446603,0.08333333333333333,0.08333333333333333,0.16,0.0,0.04,0.0,0
0.3333333333333333,0.29411764705882354,0.1395348837209302,0.7395833333333334,0.2307692307692308,0.11382113821138212,0.1523809523809524,0.1669997779258272,0.27710843373493976,0.08695652173913042,0.22414508386179105,0.10256410256410256,0.024656639539073558,0.024655690426733497,0.0851063829787234,0.11052065334333126,0.14864864864864866,0.07692307692307693,0.0909090909090909,0.1414141414141414,0.1436893203883495,0.2037037037037037,0.2037037037037037,0.28,0.1176470588235294,0.04,0.0,0
0.30952380952380953,0.29411764705882354,0.2945736434108527,0.6875,0.3736263736263737,0.25203252032520324,0.2857142857142857,0.4132800355318677,0.3674698795180723,0.2608695652173913,0.2298346470692823,0.3076923076923077,0.11360915262520638,0.11360837249771755,0.3404255319148936,0.2491306143296493,0.30180180180180183,0.3076923076923077,0.3181818181818182,0.28619528619528617,0.2932038834951456,0.3518518518518518,0.3518518518518518,0.32,0.2941176470588235,0.24,0.0,0
0.14285714285714285,0.2647058823529412,0.08527131782945736,0.30208333333333337,0.19780219780219785,0.08943089430894308,0.09523809523809526,0.1474572507217411,0.1686746987951807,0.043478260869565216,0.18787411841403429,0.05128205128205128,0.01753653283590871,0.017535636015302194,0.04255319148936172,0.0847814038405112,0.12612612612612611,0.038461538461538464,0.045454545454545456,0.10437710437710436,0.11262135922330095,0.12037037037037035,0.12037037037037035,0.28,0.05882352941176471,0.07999999999999999,0.0,0
