LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
0.14705882352941177,0.0851063829787234,0.52,0.0,0.16666666666666666,0.05128205128205128,0.07692307692307693,0.136986301369863,0.058823529411764705,0.0,0.12,0.9999999999999999,0.16279069767441862,0.0,0.0,0.19444444444444442,0.3333333333333333,0.3983879570912109,0.07661558960692873,0.014244922434086236,0.11382113821138211,0.141747572815534,0.3947368421052632,0.014244193765152584,0.10910518479879154,0.21875,0.045454545454545456,0.043478260869565216,0.18095238095238098,0.10769230769230773,0.14864864864864863,0.13804713804713806,0.27472527472527475,0.125,0.1987951807228916,0.3333841231144294,0.19444444444444442,0
0.14705882352941177,0.3829787234042553,0.12,0.0625,0.047619047619047616,0.25641025641025644,0.3461538461538462,0.3287671232876712,0.058823529411764705,0.42105263157894735,0.04,0.09890109890109888,0.20930232558139533,0.4090909090909091,0.0,0.2962962962962963,0.16666666666666666,0.24648847270787655,0.36087053075727293,0.09513518285410087,0.23577235772357724,0.2912621359223301,0.07894736842105265,0.09513422099129296,0.2345113509166585,0.9062500000000001,0.4090909090909091,0.21739130434782608,0.17142857142857146,0.30769230769230776,0.31981981981981983,0.26936026936026936,0.3186813186813187,0.30000000000000004,0.2409638554216868,0.11717202498857231,0.3055555555555555,0
0.058823529411764705,0.04255319148936171,0.0,0.0,0.09523809523809523,0.05128205128205128,0.038461538461538464,0.3698630136986301,0.058823529411764705,0.0,0.0,0.26373626373626374,0.03875968992248062,0.0,0.0,0.046296296296296294,0.0,0.045575771943341434,0.11103708638685321,0.003970334486780369,0.024390243902439022,0.03106796116504854,0.2894736842105263,0.003969542670285925,0.018879253197709167,0.30208333333333337,0.045454545454545456,0.043478260869565216,0.03809523809523809,0.23076923076923084,0.027027027027027025,0.037037037037037035,0.03296703296703297,0.125,0.06626506024096386,0.46884046929757733,0.046296296296296294,0
0.08823529411764705,0.04255319148936171,0.12,0.0,0.3571428571428571,0.05128205128205128,0.038461538461538464,0.1780821917808219,0.058823529411764705,0.0,0.04,0.6373626373626373,0.06201550387596899,0.0,0.0,0.1111111111111111,0.3333333333333333,0.08160967225745275,0.22940262047523874,0.018304955389337595,0.06504065040650406,0.0854368932038835,0.15789473684210528,0.018304626401390512,0.060452189221791144,0.30208333333333337,0.045454545454545456,0.043478260869565216,0.06666666666666668,0.07692307692307696,0.08108108108108109,0.09090909090909091,0.09890109890109891,0.25,0.1807228915662651,0.7373152521712631,0.1111111111111111,1
0.08823529411764705,0.04255319148936171,0.08,0.0,0.11904761904761904,0.05128205128205128,0.038461538461538464,0.5068493150684931,0.058823529411764705,0.0,0.04,0.6373626373626373,0.06201550387596899,0.0,0.0,0.027777777777777776,0.0,0.04759082557932792,0.20830557406173666,0.011000288839280828,0.04065040650406504,0.05825242718446602,0.15789473684210528,0.010999728351337718,0.036669057477260125,0.30208333333333337,0.045454545454545456,0.043478260869565216,0.06666666666666668,0.23076923076923084,0.06756756756756757,0.05387205387205387,0.05494505494505495,0.15,0.06626506024096386,0.6349230534816396,0.027777777777777776,0
0.3235294117647059,0.2765957446808511,0.08,0.0,0.07142857142857142,0.25641025641025644,0.2692307692307692,0.273972602739726,0.2941176470588235,0.0,0.07999999999999999,0.26373626373626374,0.2248062015503876,0.0,0.0,0.28703703703703703,0.0,0.06525217803591536,0.7439484787919164,0.12729387096208672,0.16260162601626016,0.21553398058252426,0.026315789473684216,0.12729395040471564,0.16023049587585173,0.07291666666666667,0.22727272727272724,0.21739130434782608,0.20952380952380956,0.21538461538461545,0.2252252252252252,0.20875420875420875,0.1318681318681319,0.4,0.27108433734939763,0.1202194118543349,0.28703703703703703,0
0.08823529411764705,0.0,0.16,0.0,0.07142857142857142,0.0,0.0,0.1232876712328767,0.0,0.0,0.04,0.9999999999999999,0.031007751937984496,0.0,0.0,0.08333333333333333,0.3333333333333333,0.115213654951698,0.10170997113035753,0.006829451893565306,0.04065040650406504,0.05825242718446602,0.31578947368421056,0.0068290022732703844,0.03989393494821722,0.4791666666666667,0.0,0.0,0.03809523809523809,0.09230769230769234,0.05855855855855856,0.0606060606060606,0.09890109890109891,0.15,0.09036144578313253,0.2856925186652446,0.08333333333333333,0
0.29411764705882354,0.0851063829787234,0.28,0.0,0.3333333333333333,0.10256410256410257,0.07692307692307693,0.1232876712328767,0.1176470588235294,0.0,0.04,0.4505494505494505,0.1395348837209302,0.0909090909090909,0.0,0.2037037037037037,0.0,0.22414508386179105,0.1669997779258272,0.024656639539073558,0.11382113821138211,0.1436893203883495,0.21052631578947373,0.024655690426733497,0.11052065334333126,0.7395833333333334,0.0909090909090909,0.08695652173913043,0.1523809523809524,0.06153846153846155,0.14864864864864863,0.1414141414141414,0.23076923076923078,0.225,0.27710843373493976,0.5332927015084565,0.2037037037037037,0
0.29411764705882354,0.3404255319148936,0.32,0.0,0.30952380952380953,0.3076923076923077,0.3076923076923077,0.2465753424657534,0.2941176470588235,0.03473684210526318,0.24000000000000002,0.6703296703296702,0.2945736434108527,0.2727272727272727,0.0,0.3518518518518518,0.3333333333333333,0.2298346470692823,0.41328003553186765,0.11360915262520638,0.25203252032520324,0.2932038834951456,0.07894736842105265,0.11360837249771755,0.2491306143296493,0.6875,0.3181818181818182,0.26086956521739135,0.28571428571428575,0.16923076923076927,0.30180180180180183,0.28619528619528617,0.3736263736263737,0.45000000000000007,0.3674698795180723,0.3602011275331404,0.3518518518518518,0
0.2647058823529412,0.04255319148936171,0.28,0.0,0.14285714285714285,0.05128205128205128,0.038461538461538464,0.1643835616438356,0.058823529411764705,0.0,0.07999999999999999,0.9999999999999999,0.08527131782945736,0.0,0.0,0.12037037037037035,0.3333333333333333,0.18787411841403429,0.1474572507217411,0.01753653283590871,0.08943089430894308,0.11262135922330097,0.2368421052631579,0.017535636015302194,0.0847814038405112,0.30208333333333337,0.045454545454545456,0.043478260869565216,0.09523809523809526,0.07692307692307696,0.12612612612612611,0.10437710437710437,0.19780219780219782,0.20000000000000004,0.1686746987951807,0.3975316166387323,0.12037037037037035,0
