LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,label
0.0022371364653243847,0.007272727272727272,0.0,0.0,0.006396588486140725,0.004987531172069825,0.0,0.0038951841359773373,0.043964337112569765,0.026781444285031087,0.00010109562456725667,0.003339517625231911,0.006989693164317024,0.09,0.00010109723336266384,0.0034701795132001403,0.009268454154253558,0.0057195571955719554,0.014619883040935672,0.029197080291970802,0.003777971519907004,0
0.011185682326621923,0.04363636363636363,0.0,0.01744186046511628,0.03837953091684435,0.03740648379052369,0.054878048780487805,0.03009915014164306,0.14249359401874406,0.0655428024868484,0.0019623033221461495,0.027458256029684602,0.04158275085890298,0.04,0.0019623033227775255,0.027526041808402152,0.04865938430983118,0.037638376383763834,0.057504873294346975,0.05352798053527981,0.02818947980238303,0
0.0044742729306487695,0.0,0.0,0.0,0.0,0.0,0.0,0.0035410764872521247,0.09905577591351047,0.006767097082735533,1.4577965703361408e-05,0.001855287569573284,0.004383366899656439,0.35,1.4577322202900144e-05,0.001978029535737629,0.005627275736511089,0.0036900369003690036,0.014619883040935672,0.012165450121654502,0.003777971519907004,1
0.035794183445190156,0.0,0.0,0.0,0.0,0.0,0.0,0.01841359773371105,0.295851030222191,0.04057867049258728,0.0015622223340627027,0.03525046382189239,0.05331121904987561,0.06,0.0015622232998230793,0.035388310291987884,0.06554121151936446,0.04649446494464945,0.0682261208576998,0.029197080291970802,0.02005231037489102,1
0.0,0.007272727272727272,0.0,0.0,0.006396588486140725,0.0024937655860349127,0.012195121951219514,0.0031869688385269125,0.025132507283512937,0.018436154949784792,2.741364120888354e-05,0.0014842300556586272,0.0030802037673261463,0.13,2.7411388949672775e-05,0.0013662270165857116,0.0029791459781529296,0.003136531365313653,0.00682261208576998,0.029197080291970802,0.0031967451322290033,0
0.017897091722595078,0.0048484848484848485,0.0,0.0,0.0042643923240938165,0.004987531172069825,0.0,0.012039660056657225,0.05940889466109727,0.07711621233859398,0.0011331739615819388,0.013358070500927645,0.022272242625281366,0.03,0.0011331739619465403,0.013504928312973726,0.026481297583581597,0.01992619926199262,0.030214424951267055,0.06082725060827251,0.011915140947399013,0
0.0022371364653243847,0.007272727272727272,0.0,0.0,0.006396588486140725,0.004987531172069825,0.01829268292682927,0.0017705382436260624,0.030327494822563097,0.013845050215208035,1.86156387768028e-05,0.0011131725417439704,0.002961734391659756,0.17,1.8614030019913017e-05,0.0012369642522278962,0.0029791459781529296,0.002952029520295203,0.00682261208576998,0.021897810218978103,0.002034292356873002,0
0.026845637583892617,0.02909090909090909,0.0,0.01744186046511628,0.0255863539445629,0.014962593516209474,0.054878048780487805,0.03895184135977337,0.08011864228298642,0.12824007651841227,0.004223739692240772,0.030426716141001856,0.047980097144888045,0.02,0.004223740015352346,0.030280637501688454,0.05461767626613704,0.04428044280442804,0.03898635477582846,0.06326034063260341,0.03777971519907004,0
0.026845637583892617,0.014545454545454545,0.0,0.026162790697674417,0.01279317697228145,0.014962593516209474,0.030487804878048787,0.019121813031161474,0.0868756362104672,0.08369201339072214,0.001950878853437991,0.021521335807050092,0.035185404572917904,0.03,0.00195087660179766,0.021428797616320404,0.039721946375372394,0.032656826568265684,0.03508771929824561,0.051094890510948905,0.022377215925603024,0
0.006711409395973154,0.021818181818181816,0.0,0.055232558139534885,0.019189765458422173,0.012468827930174564,0.030487804878048787,0.0113314447592068,0.05193232475692373,0.036441893830703016,0.00022099768718875264,0.0055658627087198514,0.010780713185641512,0.07,0.00022099961777531445,0.005576605938319024,0.012247600132406488,0.00996309963099631,0.016569200779727095,0.0340632603406326,0.015983725661145018,0
