LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
0.09195402298850575,0.045714285714285714,0.16666666666666666,0.01020408163265306,0.09401709401709403,0.047619047619047616,0.041884816753926704,0.16,0.04487179487179487,0.03783783783783784,0.0,0.04741379310344827,0.23809523809523808,0.0,0.09342560553633218,0.0,0.0,0.0,0.1773786024476905,0.025078557892969366,0.0006303490027352432,0.024879614767255216,0.03137555002869715,0.025,0.0006303502836076594,0.025136112243131368,0.0,0.050314465408805034,0.047619047619047616,0.04884667571234735,0.06,0.030276437033786747,0.032225237449118045,0.16751269035532992,0.2,0.10330578512396695,0.18984962406015035,0.08607198748043819,0
0.022988505747126436,0.011428571428571429,0.041666666666666664,0.01020408163265306,0.0,0.012698412698412698,0.010471204188481678,0.19,0.01282051282051282,0.010810810810810811,1.0,0.015086206896551725,0.0,0.0,0.025951557093425608,0.0,0.015625,1.0,0.12056849585471772,0.010398426443426322,7.362238199077935e-05,0.0072231139646869984,0.010904916778266693,0.06,7.36236653645493e-05,0.007082893941489997,0.0,0.012578616352201259,0.012698412698412698,0.016282225237449113,0.075,0.011408512505484861,0.010515603799185888,0.07614213197969542,0.1,0.026170798898071626,0.06526733500417711,0.025039123630672927,0
0.12643678160919541,0.017142857142857144,0.027777777777777776,0.0,1.0,0.01904761904761905,0.015706806282722516,0.08,0.019230769230769232,0.016216216216216217,1.0,0.03771551724137931,0.0,0.0,0.09169550173010381,0.0,0.0,0.0,0.07749703908409,0.14405478663436397,0.009086724219883175,0.06340288924558588,0.08417830495504114,0.005,0.009086725783687525,0.06307762578826294,0.0,0.01886792452830189,0.01904761904761905,0.04341926729986431,0.01,0.08249232119350593,0.08548168249660787,0.09137055837563451,0.23,0.25068870523415976,0.7186716791979949,0.08294209702660407,0
0.0,0.011428571428571429,0.013888888888888888,0.0,0.0,0.012698412698412698,0.010471204188481678,0.6,0.01282051282051282,0.005405405405405406,0.0,0.008620689655172414,0.0,0.0,0.00865051903114187,0.0,0.0,0.0,0.045479668377418084,0.004497589292139413,5.197077905367256e-06,0.0008025682182985554,0.002487086282762579,0.135,5.199003438846164e-06,0.0011556863971777596,0.0,0.012578616352201259,0.012698412698412698,0.008141112618724558,0.215,0.002193944712593243,0.0027137042062415195,0.02030456852791878,0.06,0.008264462809917356,0.0,0.00782472613458529,0
0.0,0.0,0.027777777777777776,0.0,0.017094017094017096,0.0,0.0,0.2,0.0,0.0,1.0,0.0021551724137931034,0.0,0.0,0.00865051903114187,0.0,0.005208333333333333,1.0,0.036360047374654564,0.01349276787641824,3.740843454126398e-05,0.002407704654895666,0.005356801224411708,0.045,3.7409718077741956e-05,0.002772416476304415,1.0,0.0,0.0,0.0027137042062415195,0.055,0.004387889425186486,0.006105834464043419,0.02030456852791878,0.09,0.011019283746556474,0.29835004177109437,0.00782472613458529,0
0.05747126436781609,0.028571428571428574,0.1388888888888889,0.030612244897959183,0.042735042735042736,0.031746031746031744,0.026178010471204195,0.25,0.03205128205128205,0.02702702702702703,1.0,0.036637931034482756,0.0,0.0,0.03633217993079585,0.0,0.03125,1.0,0.20840900118436637,0.018206241454580344,0.000390384825897351,0.021669341894060997,0.029653721063707672,0.035,0.00039038739155247085,0.021442411148747995,0.0,0.031446540880503145,0.031746031746031744,0.03934871099050203,0.085,0.030276437033786747,0.029172320217096336,0.12690355329949238,0.11,0.048209366391184574,0.28811612364243944,0.03755868544600939,0
0.04597701149425287,0.022857142857142857,0.027777777777777776,0.02040816326530612,0.042735042735042736,0.025396825396825397,0.020942408376963352,0.21,0.02564102564102564,0.005405405405405406,0.0,0.01831896551724138,0.0,0.0,0.03806228373702422,0.0,0.0,0.0,0.05017765495459929,0.052771714361102444,0.0007898659822967232,0.015248796147672551,0.02334034819207959,0.01,0.0007898672624524349,0.014967730955992669,0.0,0.025157232704402517,0.025396825396825397,0.017639077340569874,0.065,0.019306713470820535,0.026458616010854814,0.04060913705583756,0.16,0.05234159779614325,0.25208855472013364,0.03755868544600939,0
0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.0321752862218713,0.004197750005996786,3.204447504328273e-06,0.0008025682182985554,0.0017218289649894778,0.145,3.206052120621801e-06,0.0007634112737087632,1.0,0.0,0.0,0.0013568521031207597,0.5,0.0008775778850372971,0.0023744911804613293,0.01015228426395939,0.07,0.0,0.0,0.0,0
0.022988505747126436,0.0,0.027777777777777776,0.0,0.03418803418803419,0.0,0.0,0.25,0.0,0.0,1.0,0.0021551724137931034,0.0,0.0,0.006920415224913495,0.0,0.005208333333333333,1.0,0.044808527437820767,0.007196142867423061,1.3115930401040781e-05,0.0016051364365971107,0.003634972259422231,0.085,1.3113042006867548e-05,0.0018225005906871315,1.0,0.0,0.0,0.0027137042062415195,0.04,0.0026327336551118913,0.004409769335142469,0.02030456852791878,0.08,0.015151515151515152,0.5221386800334169,0.006259780907668232,0
0.022988505747126436,0.03428571428571429,0.05555555555555555,0.01020408163265306,0.06837606837606838,0.0380952380952381,0.03141361256544503,0.13,0.038461538461538464,0.02702702702702703,0.0,0.03125,0.23809523809523808,0.0,0.09342560553633218,0.0,0.0,0.0,0.09913146466640348,0.047974285782820404,0.0012895268005945534,0.026484751203852328,0.035201836617562654,0.015,0.001289526152948477,0.026879676161633403,0.0,0.03773584905660378,0.0380952380952381,0.031207598371777473,0.05,0.035103115401491886,0.035278154681139755,0.11167512690355329,0.22,0.09228650137741047,0.14922723475355051,0.08607198748043819,0
