LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
0.1523809523809524,0.13114754098360656,0.0,0.0,0.1788617886178862,0.12264150943396226,0.13114754098360656,0.16666666666666669,0.09999999999999999,0.5,0.0,0.07216494845360827,0.10743801652892564,0.15789473684210525,0.67,0.16842105263157894,0.0,0.11475409836065574,0.7,0.12084223375038147,0.3210115164693565,0.03651739487146638,0.08430232558139535,0.12677966101694915,0.015151515151515152,0.03651724654954651,0.08415249141726634,0.6842105263157894,0.13114754098360656,0.12264150943396226,0.09677419354838711,0.125,0.11237785016286646,0.13704994192799072,0.10309278350515463,0.3448275862068966,0.1829787234042553,0.43657142857142855,0.15789473684210525,0
0.08571428571428572,0.0819672131147541,0.1111111111111111,0.0,0.11382113821138212,0.11320754716981132,0.0819672131147541,0.19791666666666669,0.12000000000000001,0.0,0.10000000000000002,0.4123711340206186,0.09504132231404959,0.0,0.0,0.09824561403508773,0.0,0.11475409836065574,1.0,0.18339945071711936,0.13425142949182572,0.00977186204729977,0.05232558139534884,0.06440677966101696,0.07575757575757576,0.009771852751123347,0.050995985026281596,0.09473684210526317,0.09836065573770492,0.11320754716981132,0.09677419354838711,0.15625,0.07003257328990228,0.06039488966318235,0.2268041237113402,0.5517241379310345,0.10851063829787234,0.45457142857142857,0.09210526315789475,0
0.01904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.48453608247422686,0.008264462809917356,0.0,0.0,0.021052631578947368,0.0,0.03278688524590164,1.0,0.09108941104668905,0.046629620681323994,0.0009122972771881935,0.011627906976744188,0.02033898305084746,0.19696969696969696,0.0009123276043903543,0.0114252186899936,0.47368421052631576,0.0,0.0,0.010752688172043008,0.21875,0.026058631921824105,0.016260162601626018,0.06185567010309278,0.10344827586206896,0.017021276595744685,0.0,0.019736842105263157,0
0.33333333333333337,0.7704918032786885,0.16666666666666666,0.0,0.41463414634146345,0.7735849056603773,0.7704918032786885,0.14583333333333331,0.7,0.33000000000000007,0.35000000000000003,0.13402061855670105,0.8471074380165289,0.8684210526315789,0.69,0.9228070175438596,0.0,0.6885245901639344,0.86,0.37671650900213616,0.9999999999999999,0.8713024101751486,0.6656976744186047,0.7552542372881357,0.0,0.871302450214976,0.6660026766491457,0.6736842105263157,0.7704918032786885,0.7924528301886792,0.849462365591398,0.17187500000000003,0.7068403908794788,0.7897793263646923,0.4536082474226804,0.7931034482758621,0.7425531914893617,0.23057142857142857,0.8651315789473684,1
0.009523809523809525,0.0,0.05555555555555555,0.05263157894736842,0.0,0.0,0.0,0.09375000000000001,0.0,0.0,0.0,0.48453608247422686,0.008264462809917356,0.0,0.0,0.042105263157894736,0.0,0.03278688524590164,1.0,0.09086054317973757,0.048320850446967864,0.0009656041185878154,0.011627906976744188,0.018305084745762715,0.18181818181818182,0.0009655134356848973,0.011760769633609405,0.47368421052631576,0.0,0.0,0.010752688172043008,0.125,0.017915309446254073,0.018583042973286876,0.07216494845360824,0.24137931034482762,0.029787234042553193,0.09528571428571428,0.04276315789473684,0
0.06666666666666668,0.18032786885245902,0.1111111111111111,0.0,0.14634146341463417,0.18867924528301885,0.18032786885245902,0.23958333333333337,0.18000000000000002,0.20000000000000018,0.10000000000000002,0.20618556701030932,0.20661157024793392,0.13157894736842105,0.42,0.16140350877192983,0.2,0.13114754098360656,0.62,0.25823924321025327,0.4588870097447048,0.13511924899756717,0.22093023255813954,0.2684745762711864,0.015151515151515152,0.13511923972941664,0.22142192136858238,0.43157894736842106,0.18032786885245902,0.18867924528301885,0.20967741935483872,0.21875,0.3127035830618893,0.23693379790940766,0.32989690721649484,0.5862068965517242,0.15106382978723404,0.38957142857142857,0.1513157894736842,1
0.08571428571428572,0.1639344262295082,0.1111111111111111,0.2631578947368421,0.07317073170731708,0.16037735849056603,0.16393442622950818,0.22916666666666669,0.14,0.3799999999999999,0.15000000000000002,0.309278350515464,0.15289256198347106,0.18421052631578946,0.64,0.1368421052631579,0.6000000000000001,0.0819672131147541,0.42,0.28166005492828805,0.2155915277442216,0.0340334332118927,0.11627906976744187,0.1430508474576271,0.045454545454545456,0.034033304858643684,0.11504160443780671,0.6526315789473685,0.1639344262295082,0.16037735849056603,0.14516129032258066,0.234375,0.11237785016286646,0.16492450638792103,0.25773195876288657,0.6206896551724138,0.13617021276595745,0.36357142857142855,0.14473684210526316,1
0.09523809523809525,0.0819672131147541,0.1111111111111111,0.0,0.0894308943089431,0.09433962264150944,0.0819672131147541,0.26041666666666663,0.09999999999999999,0.0,0.0,0.11340206185567014,0.08677685950413223,0.10526315789473684,0.67,0.07719298245614035,0.0,0.0,0.0,0.2072779981690571,0.12635902391882098,0.009675181629498373,0.055232558139534885,0.06847457627118644,0.07575757575757576,0.009675101733785491,0.05341660686230774,0.6947368421052631,0.08196721311475409,0.09433962264150944,0.08602150537634409,0.1875,0.06026058631921824,0.0743321718931475,0.2061855670103093,0.5517241379310345,0.09148936170212767,0.44899999999999995,0.07236842105263158,1
0.2285714285714286,0.13114754098360656,0.16666666666666666,0.0,0.21951219512195125,0.14150943396226415,0.13114754098360656,0.06250000000000001,0.14,0.1299999999999999,0.10000000000000002,0.27835051546391754,0.18181818181818182,0.0,0.0,0.35789473684210527,0.0,0.13114754098360656,0.8,0.30744583460482156,0.4324716115003624,0.1402083278960893,0.24418604651162792,0.2888135593220339,0.015151515151515152,0.14020819802410098,0.24351009562232093,0.05263157894736842,0.13114754098360656,0.14150943396226415,0.19354838709677422,0.046875,0.2719869706840391,0.30081300813008127,0.35051546391752575,0.6896551724137931,0.325531914893617,0.29442857142857143,0.3355263157894736,1
0.0380952380952381,0.03278688524590164,0.0,0.0,0.016260162601626018,0.03773584905660378,0.03278688524590164,0.30208333333333337,0.039999999999999994,0.0,0.0,0.22680412371134023,0.0371900826446281,0.05263157894736842,0.67,0.03508771929824561,0.2,0.03278688524590164,0.5,0.09078425389075376,0.15704276395264555,0.0076527587914034115,0.03488372093023256,0.04949152542372882,0.06060606060606061,0.0076527694933332556,0.03432414609073453,0.736842105263158,0.032786885245901634,0.03773584905660378,0.03763440860215053,0.265625,0.05700325732899023,0.04413472706155633,0.1134020618556701,0.3793103448275862,0.03404255319148936,0.20414285714285713,0.03289473684210526,1
