LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
0.15517241379310345,0.11363636363636363,0.0,0.0,0.11363636363636362,0.09090909090909091,0.16,0.11068702290076335,0.13949031389205427,0.3516279069767442,0.02961630556270774,0.06439393939393939,0.08589511754068715,0.025,0.029616550953634982,0.06427346498594487,0.08411214953271028,0.08702064896755163,0.16666666666666666,0.5675675675675675,0.13937282229965156,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011450381679389313,0.08665699782451051,0.05581395348837209,0.00046357257654019806,0.007575757575757576,0.012658227848101266,0.165,0.0004632954716746912,0.006338065519862807,0.014018691588785045,0.011799410029498525,0.05,0.16216216216216217,0.020905923344947737,0
0.3103448275862069,0.34090909090909094,0.0,0.6136363636363636,0.34090909090909094,0.27272727272727276,0.44,0.5229007633587786,0.45042991816015737,0.6251162790697674,0.302272657090436,0.36742424242424243,0.39511754068716093,0.015,0.3022725862084253,0.3689943703733637,0.4205607476635514,0.37905604719764013,0.625,0.7567567567567568,0.6376306620209059,1
0.017241379310344827,0.045454545454545456,0.0,0.022727272727272728,0.04545454545454545,0.022727272727272728,0.0,0.06870229007633588,0.1156635242929659,0.2638139534883721,0.013825774235013653,0.041666666666666664,0.06329113924050633,0.035,0.013825712233660522,0.03998701826787324,0.06074766355140186,0.06489675516224189,0.09166666666666666,0.32432432432432434,0.07665505226480836,1
0.08620689655172414,0.18181818181818182,0.0,0.1590909090909091,0.18181818181818182,0.1590909090909091,0.0,0.3129770992366412,0.36113125453226974,0.4146976744186046,0.10666972164186278,0.19696969696969696,0.24773960216998192,0.02,0.10666990308479415,0.19627166673822613,0.24999999999999997,0.24631268436578171,0.3,0.40540540540540543,0.3310104529616725,1
0.12068965517241378,0.09090909090909091,0.0,0.022727272727272728,0.09090909090909091,0.06818181818181818,0.07999999999999999,0.08015267175572519,0.17952967989226143,0.18846511627906978,0.010939660104042593,0.045454545454545456,0.06600361663652803,0.05,0.010939536615859335,0.04431720887708017,0.0630841121495327,0.06784660766961652,0.13333333333333333,0.32432432432432434,0.10452961672473868,0
0.034482758620689655,0.06818181818181818,0.0,0.022727272727272728,0.06818181818181818,0.06818181818181818,0.07999999999999999,0.10687022900763359,0.22972133015642804,0.18455813953488373,0.013439694663398187,0.056818181818181816,0.07956600361663653,0.05,0.013439447946869541,0.055563834005571536,0.06775700934579439,0.08702064896755163,0.15833333333333333,0.35135135135135137,0.10801393728222997,0
0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.019083969465648856,0.09033461100176111,0.08688372093023256,0.0011696610052028072,0.011363636363636364,0.019891500904159132,0.105,0.0011698764840972166,0.01028057210543995,0.018691588785046728,0.02064896755162242,0.05,0.1891891891891892,0.027874564459930314,0
0.017241379310344827,0.13636363636363638,0.0,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.0,0.16030534351145037,0.23293276701543558,0.3315348837209302,0.04396008528356112,0.10227272727272728,0.14014466546112114,0.03,0.04395986841521914,0.10119436986823795,0.1308411214953271,0.14601769911504425,0.18333333333333332,0.3783783783783784,0.1637630662020906,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.032114368590075625,0.046511627906976744,0.00011936447361667981,0.003787878787878788,0.0054249547920434,0.2,0.00011914895503595527,0.0019586251486963966,0.002336448598130841,0.007374631268436578,0.008333333333333333,0.13513513513513514,0.010452961672473868,1
0.0,0.022727272727272724,0.0,0.0,0.022727272727272728,0.022727272727272728,0.0,0.0,0.019993784315756758,0.13023255813953488,0.0005818902634395791,0.003787878787878788,0.0081374321880651,0.07,0.0005818902455244328,0.003409598904887344,0.004672897196261682,0.01032448377581121,0.008333333333333333,0.1891891891891892,0.003484320557491289,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.04972547394592354,0.046511627906976744,0.00018472706775859657,0.003787878787878788,0.007233273056057866,0.2,0.00018454233500917724,0.0030307545821220837,0.007009345794392522,0.007374631268436578,0.025,0.13513513513513514,0.010452961672473868,0
0.13793103448275862,0.4545454545454546,0.08333333333333333,0.11363636363636365,0.4545454545454546,0.4545454545454546,0.48000000000000004,0.40839694656488545,0.3391691702061535,0.6571162790697674,0.2514641852238604,0.2916666666666667,0.3471971066907776,0.015,0.2514641466939767,0.2920371974612379,0.34579439252336447,0.3480825958702065,0.36666666666666664,0.5675675675675675,0.42508710801393723,0
0.034482758620689655,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.04961832061068702,0.24629648813840255,0.12093023255813953,0.006185093258382583,0.03787878787878788,0.05877034358047016,0.075,0.006185216219331613,0.03902980494568635,0.06074766355140186,0.05752212389380531,0.15,0.24324324324324326,0.08362369337979095,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022900763358778626,0.11177872164094062,0.05581395348837209,0.0005978383669560714,0.007575757575757576,0.015370705244122965,0.165,0.0005979614999246314,0.008174197670865104,0.018691588785046728,0.01327433628318584,0.06666666666666667,0.16216216216216217,0.0313588850174216,0
0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.049259297627680505,0.05581395348837209,0.000263513162157638,0.003787878787878788,0.0081374321880651,0.165,0.0002632360634515291,0.003602809509497627,0.007009345794392522,0.008849557522123894,0.025,0.16216216216216217,0.01742160278745645,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.02460375012949342,0.018604651162790697,1.4624226197555562e-05,0.0,0.0027124773960217,0.5,1.4408710841557383e-05,0.000599836844378329,0.002336448598130841,0.0029498525073746312,0.008333333333333333,0.05405405405405406,0.010452961672473868,0
0.034482758620689655,0.022727272727272724,0.0,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.0,0.061068702290076333,0.18553817466072722,0.13153488372093022,0.00551511897146678,0.030303030303030304,0.05063291139240506,0.07,0.0055152111651991945,0.03198961461429859,0.0514018691588785,0.05014749262536873,0.11666666666666667,0.24324324324324326,0.07317073170731707,0
0.017241379310344827,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.011450381679389313,0.05594115818916399,0.046511627906976744,0.00020781795122842112,0.003787878787878788,0.0081374321880651,0.2,0.00020781794483015455,0.003409598904887344,0.007009345794392522,0.008849557522123894,0.025,0.13513513513513514,0.020905923344947737,0
0.22413793103448276,0.2272727272727273,0.16666666666666666,0.2272727272727273,0.22727272727272727,0.1590909090909091,0.28,0.26717557251908397,0.2143893090231016,0.5663255813953488,0.1180805281322237,0.1590909090909091,0.19529837251356238,0.015,0.11808049370893517,0.15910198741731724,0.2102803738317757,0.18584070796460178,0.2833333333333333,0.6216216216216217,0.33449477351916374,1
